gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,D1_B7C2_no,D1_B7_no,D2_B7C2_no,D2_B7_no,D3_B7C2_no,D3_B7_no
ENSG00000126243,LRFN3,79414,leucine rich repeat and fibronectin type III domain containing 3,809.3401216551391,0.09871681406181045,0.16632960622283924,0.5935011589551598,0.55284580759417,0.8964992557592706,983,977,804,825,671,648
ENSG00000132530,XAF1,54739,XIAP associated factor 1,5203.354283512148,0.3819104677641665,0.6453351558785754,0.5918017394298379,0.5539833582872915,0.8964992557592706,9528,9669,3084,2661,5153,2318
ENSG00000136295,TTYH3,80727,tweety family member 3,544.2259640164157,-0.21848324747590983,0.3681567828216099,-0.5934516425350657,0.5528789364891538,0.8964992557592706,644,846,247,623,596,383
ENSG00000146112,PPP1R18,170954,protein phosphatase 1 regulatory subunit 18,13903.264913645411,-0.08872361094782576,0.1502006825685464,-0.5907004510937249,0.5547211456626067,0.8964992557592706,13429,14395,11790,14274,13916,15686
ENSG00000147526,TACC1,6867,transforming acidic coiled-coil containing protein 1,6548.035211332179,0.09301165158903152,0.15701172849345205,0.5923866483191441,0.5535917050062685,0.8964992557592706,7801,8497,6090,6392,5932,5044
ENSG00000149600,COMMD7,149951,COMM domain containing 7,582.9903175644747,0.12013703388312312,0.20329521750058763,0.5909486477849675,0.55455482903559306,0.8964992557592706,698,603,576,463,506,665
ENSG00000154240,CEP112,201134,centrosomal protein 112,87.49347504100788,-0.235972057329764,0.399169866342879,-0.5911569916128606,0.5544152366475362,0.8964992557592706,66,98,109,111,56,85
ENSG00000162433,AK4,205,adenylate kinase 4,8212.419144792346,-0.1149773670422061,0.194302276977489,-0.5917448257980367,0.554021474728827,0.8964992557592706,7905,7285,8180,9709,6823,9309
ENSG00000164169,PRMT9,90826,protein arginine methyltransferase 9,359.7001200575084,0.12641272040229448,0.21394053344745217,0.5908778405161069,0.5546022745068993,0.8964992557592706,437,462,289,332,376,287
ENSG00000166130,IKBIP,121457,IKBKB interacting protein,1231.4528989126015,0.1067475360693509,0.18057947283593648,0.5911388176791015,0.5544274126752986,0.8964992557592706,1399,1064,1264,1348,1068,1249
ENSG00000169299,PGM2,55276,phosphoglucomutase 2,1976.192301972927,0.09487103742772948,0.16016682814044342,0.5923263794956415,0.5536320545656332,0.8964992557592706,2434,2253,1548,1729,2018,1974
ENSG00000173599,PC,5091,pyruvate carboxylase,273.44150910429227,-0.1160212666673284,0.19634951096712172,-0.5908915489316187,0.5545930888227508,0.8964992557592706,253,300,248,320,260,264
ENSG00000174529,TMEM81,388730,transmembrane protein 81,38.7783558625509,0.2928487453744953,0.49435256284607126,0.5923884437627178,0.5535905029913437,0.8964992557592706,42,41,26,41,56,27
ENSG00000175455,CCDC14,64770,coiled-coil domain containing 14,896.4913554776333,-0.07696912226723904,0.12994813233321448,-0.5923064909457408,0.5536453701279727,0.8964992557592706,1054,1082,775,885,738,904
ENSG00000175691,ZNF77,58492,zinc finger protein 77,100.01948756751571,0.25775571400019437,0.43513908281653785,0.5923524780440571,0.553614581591632,0.8964992557592706,67,98,96,77,146,107
ENSG00000179855,GIPC3,126326,GIPC PDZ domain containing family member 3,16.291617070950636,-0.3906317342829288,0.6601306215340617,-0.5917491501532668,0.5540185785580347,0.8964992557592706,14,27,15,11,12,20
ENSG00000183943,PRKX,5613,protein kinase cAMP-dependent X-linked catalytic subunit,3055.2267849827067,0.10031244018871506,0.16971229218423733,0.591073509747999,0.5544711682437744,0.8964992557592706,2924,2856,3126,3076,3090,3187
ENSG00000198887,SMC5,23137,structural maintenance of chromosomes 5,2629.820153184003,0.07115935169416358,0.12014209378027274,0.5922932542220094,0.5536542323200373,0.8964992557592706,2775,2669,2647,2756,2420,2538
ENSG00000203485,INF2,64423,inverted formin 2,1999.0868012468134,0.103760688252844,0.17565493824773537,0.590707493270157,0.554716426363328,0.8964992557592706,2465,2437,1627,1591,1995,1994
ENSG00000232838,PET117,100303755,PET117 cytochrome c oxidase chaperone,295.9614838222332,0.1396867058186449,0.23586172677515915,0.5922398166439466,0.553690010314704,0.8964992557592706,345,400,257,269,306,219
ENSG00000095485,CWF19L1,55280,CWF19 like cell cycle control factor 1,142.19320424417995,0.18281740355486248,0.3098615037562188,0.5899971482055825,0.5551925614268003,0.8970152531335724,165,199,118,122,159,100
ENSG00000115935,WIPF1,7456,WAS/WASL interacting protein family member 1,29420.94572067125,-0.04902783316069608,0.08308340269253903,-0.590103818233468,0.5551210491542715,0.8970152531335724,32644,33999,26919,31466,25121,27815
ENSG00000093217,XYLB,9942,xylulokinase,106.94293447635481,0.21667272768585688,0.3677849627561761,0.5891288378462078,0.5557748496611277,0.8970440911422194,137,129,133,108,68,74
ENSG00000105519,CAPS,828,calcyphosine,52.96678025286468,-0.25222891403418457,0.42849110424819037,-0.5886444585045311,0.5560998035403906,0.8970440911422194,57,62,50,79,35,39
ENSG00000105639,JAK3,3718,Janus kinase 3,8228.592170719083,-0.11674101195560718,0.19848457581045859,-0.5881616315974505,0.5564238081647099,0.8970440911422194,7653,7467,8368,10375,6870,8586
ENSG00000107020,PLGRKT,55848,plasminogen receptor with a C-terminal lysine,1016.5292555908595,0.1098071312839617,0.1868117509461376,0.5877956323830067,0.5566694760084703,0.8970440911422194,1356,1090,794,873,969,1075
ENSG00000115257,PCSK4,54760,proprotein convertase subtilisin/kexin type 4,33.658124142057105,-0.34827118241846655,0.5921179156505312,-0.5881787617181586,0.5564123112936554,0.8970440911422194,18,28,38,35,28,52
ENSG00000115274,INO80B,83444,INO80 complex subunit B,128.71377561144593,0.24576864672462212,0.417648276033319,0.5884584250145816,0.5562246318110013,0.8970440911422194,159,77,100,182,150,103
ENSG00000116030,SUMO1,7341,small ubiquitin like modifier 1,4854.606373958648,0.04857369832302584,0.08267127493344958,0.5875523071602281,0.5568328312478734,0.8970440911422194,5554,5546,4551,4872,4346,4472
ENSG00000129347,KRI1,65095,KRI1 homolog,2496.9751780652196,0.14844647274970102,0.25218928113532507,0.5886311744948607,0.5561087166433736,0.8970440911422194,2967,3188,1859,1661,2862,2565
ENSG00000139793,MBNL2,10150,muscleblind like splicing regulator 2,1311.8599698677556,-0.13124321612925505,0.2229777659734623,-0.5885932866726943,0.5561341384215176,0.8970440911422194,1296,1154,1077,1363,1272,1695
ENSG00000141337,ARSG,22901,arylsulfatase G,182.47482225452745,-0.18812224908266478,0.32007906222025867,-0.5877368165781823,0.5567089595805332,0.8970440911422194,184,193,191,266,123,146
ENSG00000146426,TIAM2,26230,TIAM Rac1 associated GEF 2,1824.0301596500526,0.10090154369175586,0.17124377470740637,0.5892275141923266,0.5557086623712344,0.8970440911422194,1935,1721,1531,1937,2026,1793
ENSG00000153207,AHCTF1,25909,AT-hook containing transcription factor 1,3924.2890068600354,0.08046969345152405,0.1365304747661924,0.589389977507424,0.5555996982711772,0.8970440911422194,4945,4645,3173,3643,3764,3632
ENSG00000156298,TSPAN7,7102,tetraspanin 7,43.507984616315625,0.3176669565581371,0.5401304151574577,0.5881301027373759,0.5564449690445405,0.8970440911422194,30,28,53,54,54,37
ENSG00000161920,MED11,400569,mediator complex subunit 11,872.2430501825944,-0.10701868390164947,0.18151137420508892,-0.5895976732605722,0.5554604119826455,0.8970440911422194,907,992,907,1015,638,811
ENSG00000163516,ANKZF1,55139,ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1,549.5007696568636,-0.1931860221310094,0.32844994750873424,-0.5881749216168535,0.556414888565453,0.8970440911422194,337,610,546,773,575,444
ENSG00000164626,KCNK5,8645,potassium two pore domain channel subfamily K member 5,831.5617919270819,0.1628400583694221,0.2768178808734239,0.5882570080213907,0.5563597978034747,0.8970440911422194,1161,1163,563,627,879,686
ENSG00000171298,GAA,2548,alpha glucosidase,1161.6322349785764,-0.24769808476669722,0.420450419400159,-0.5891255504515346,0.5557770547516921,0.8970440911422194,614,845,1543,1776,847,1247
ENSG00000172057,ORMDL3,94103,ORMDL sphingolipid biosynthesis regulator 3,2779.2748705504473,-0.09081877365987294,0.15415819043572723,-0.5891271388381908,0.5557759893067034,0.8970440911422194,2882,3333,2733,3264,2239,2364
ENSG00000197386,HTT,3064,huntingtin,108.14443600417022,-0.22660160688039832,0.3856823361433316,-0.5875343142398569,0.5568449116374801,0.8970440911422194,132,87,67,118,96,152
ENSG00000198146,ZNF770,54989,zinc finger protein 770,2350.1453400887412,-0.06280948799367031,0.1068683069119104,-0.5877279224180376,0.5567149304280272,0.8970440911422194,2712,2619,2110,2468,1930,2381
ENSG00000198265,HELZ,9931,helicase with zinc finger,2463.190671212554,-0.11281001655780405,0.1919932958785975,-0.5875726860230414,0.556819149098323,0.8970440911422194,2361,2186,2247,2872,2266,2824
ENSG00000283050,NA,NA,NA,449.1709649636359,-0.17853181061196052,0.3027951942875362,-0.5896124310428309,0.5554505156708383,0.8970440911422194,460,414,499,634,272,427
ENSG00000082996,RNF13,11342,ring finger protein 13,1014.6748998524854,-0.06013769637617265,0.1024071760483173,-0.5872410381455959,0.5570418342792994,0.8971219297169882,1110,1181,889,1034,908,1012
ENSG00000140983,RHOT2,89941,ras homolog family member T2,1740.773183261591,0.060508357177364816,0.10302346321793582,0.5873259865994356,0.5569847914525423,0.8971219297169882,2044,2044,1597,1697,1570,1583
ENSG00000123636,BAZ2B,29994,bromodomain adjacent to zinc finger domain 2B,438.1161199475035,-0.09047461720886196,0.15413372207002668,-0.5869878180698002,0.5572118882642509,0.8972761188186937,517,504,381,478,351,426
ENSG00000181315,ZNF322,79692,zinc finger protein 322,433.01170904895037,-0.10715631069790345,0.18261744348994716,-0.5867802585014408,0.5573512970586552,0.8973809255482335,449,489,328,495,440,414
ENSG00000102910,LONP2,83752,"lon peptidase 2, peroxisomal",3857.979819444139,0.07650023422173838,0.1304276294943318,0.5865339615412007,0.5575167461143212,0.897400611051394,4172,3907,3861,4327,3509,3441
ENSG00000115947,ORC4,5000,origin recognition complex subunit 4,687.4126814116073,0.08896854165162425,0.15174071538049,0.5863195084360552,0.5576608236473919,0.897400611051394,798,851,627,674,650,564
ENSG00000119760,SUPT7L,9913,"SPT7 like, STAGA complex subunit gamma",939.5354360473536,-0.08777990145315324,0.14971313277486026,-0.5863206508754133,0.557660056066345,0.897400611051394,1083,1134,706,932,888,953
ENSG00000150764,DIXDC1,85458,DIX domain containing 1,2538.5202368300156,-0.09286058634250458,0.15829123246331311,-0.586643902491736,0.5574428907408879,0.897400611051394,2722,2417,2309,2768,2153,2902
ENSG00000254996,ANKHD1-EIF4EBP3,404734,ANKHD1-EIF4EBP3 readthrough,2392.1655810024563,0.08874489380203705,0.15145008043855884,0.5859679542266047,0.5578970499676486,0.8976611115817416,2640,2744,2410,1974,2144,2502
ENSG00000112697,TMEM30A,55754,transmembrane protein 30A,1145.1931038408786,-0.08196996809130802,0.1399256404180798,-0.5858109196169644,0.5580025848625043,0.8976661966889671,1369,1417,965,1089,944,1170
ENSG00000116138,DNAJC16,23341,DnaJ heat shock protein family (Hsp40) member C16,700.275929026657,0.0844376957183303,0.14415509822475484,0.5857420012067971,0.558048904451498,0.8976661966889671,844,801,632,743,640,581
ENSG00000136709,WDR33,55339,WD repeat domain 33,3310.030193288537,0.06876022375485455,0.11741483722919448,0.5856178433449103,0.5581323548142398,0.8976808381546731,4029,4002,3021,3087,2910,3017
ENSG00000134283,PPHLN1,51535,periphilin 1,2384.7504716918006,0.08108996129576543,0.13852336531192944,0.5853883286272,0.5582866347737605,0.8978093804286608,2983,2901,2250,2181,1985,2170
ENSG00000068323,TFE3,7030,transcription factor binding to IGHM enhancer 3,3178.9307118486918,-0.09126722069832342,0.1560556779725631,-0.5848375521098922,0.5586569516993696,0.898165650441836,3096,3188,2820,3273,3029,3674
ENSG00000174579,MSL2,55167,MSL complex subunit 2,2443.7595908918,-0.06287883641407967,0.1075093314685908,-0.5848686393557374,0.558636046880315,0.898165650441836,2510,2804,2372,2549,2084,2422
ENSG00000078618,NRDC,4898,nardilysin convertase,360.5612978226909,-0.182101612209077,0.3116159586306802,-0.5843783258382459,0.5589658056382871,0.8983033591477011,235,398,363,328,365,459
ENSG00000119673,ACOT2,10965,acyl-CoA thioesterase 2,495.51667658426516,-0.08858508725347936,0.15156879666774253,-0.584454645026105,0.5589144712061496,0.8983033591477011,521,612,452,548,430,437
ENSG00000133872,SARAF,51669,store-operated calcium entry associated regulatory factor,1540.071549408473,-0.10705627893456392,0.18314188247335303,-0.5845537759509516,0.5588477963767964,0.8983033591477011,1382,1861,1615,1788,1293,1342
ENSG00000059377,TBXAS1,6916,thromboxane A synthase 1,176.53020231512087,-0.12736274351710086,0.2180698699951363,-0.5840455791528719,0.5591896471663574,0.8983043906182278,214,216,140,175,144,184
ENSG00000146067,FAM193B,54540,family with sequence similarity 193 member B,419.6038070648731,-0.08846389420290861,0.15146059062220749,-0.584072027182085,0.5591718537601625,0.8983043906182278,471,494,384,459,338,396
ENSG00000148339,SLC25A25,114789,solute carrier family 25 member 25,948.4214057981094,0.08542041709070244,0.14624660056797834,0.5840848044259144,0.5591632577289284,0.8983043906182278,1048,1098,877,1018,925,763
ENSG00000120659,TNFSF11,8600,TNF superfamily member 11,200.19233294262153,0.16468758145058424,0.2820469774507376,0.583901245597814,0.5592867551069216,0.898340864861111,197,161,181,225,234,196
ENSG00000153250,RBMS1,5937,RNA binding motif single stranded interacting protein 1,1835.7463871254486,0.08592996202796777,0.14722802723264627,0.5836522002171723,0.5594543326429765,0.8984905044335326,2224,2353,1639,1663,1689,1574
ENSG00000088808,PPP1R13B,23368,protein phosphatase 1 regulatory subunit 13B,76.29037136397167,-0.3834929440595649,0.6572253368185477,-0.5835029822738603,0.5595547500117719,0.8985322584974244,30,143,36,60,120,71
ENSG00000109171,SLAIN2,57606,SLAIN motif family member 2,1007.5706844321368,0.10430340247890547,0.17886156448106594,0.5831515718959671,0.5597912688824439,0.8985535469937022,1021,1256,925,842,1083,942
ENSG00000124596,OARD1,221443,O-acyl-ADP-ribose deacylase 1,1454.9383327042538,-0.09247592985034342,0.15853612857237306,-0.5833113920662405,0.5596836949437204,0.8985535469937022,1392,1465,1405,1707,1291,1480
ENSG00000185829,ARL17A,51326,ADP ribosylation factor like GTPase 17A,159.80878131037286,-0.2676233011236151,0.45885850963693225,-0.5832370883464048,0.5597337070570717,0.8985535469937022,110,112,192,271,113,153
ENSG00000065413,ANKRD44,91526,ankyrin repeat domain 44,3582.380759209912,0.08799263323578134,0.1510408784218007,0.5825749568937941,0.5601794680975761,0.8988181924000178,3793,3898,3766,4013,3183,2928
ENSG00000128016,ZFP36,7538,ZFP36 ring finger protein,2995.203668581483,-0.2124951080469809,0.36472971886138833,-0.5826097985937292,0.5601560076328709,0.8988181924000178,1841,2160,3706,4314,2344,3378
ENSG00000134243,SORT1,6272,sortilin 1,180.94914223407267,-0.21329543072552726,0.3660325107584105,-0.5827226392638848,0.5600800302645439,0.8988181924000178,189,341,152,143,150,136
ENSG00000165805,C12orf50,160419,chromosome 12 open reading frame 50,89.3013253201978,-0.19759186990500974,0.3392401685235241,-0.582454226352349,0.560260765019435,0.8988291890572228,73,102,102,95,65,99
ENSG00000177380,PPFIA3,8541,PTPRF interacting protein alpha 3,268.5374916449583,-0.17536158372214522,0.30116581516161656,-0.5822758589916316,0.5603808835935817,0.89890245629187,276,341,159,232,302,314
ENSG00000092036,HAUS4,54930,HAUS augmin like complex subunit 4,1869.6506337119267,-0.10515547431442838,0.18065863401980234,-0.5820672501204791,0.5605213836450995,0.8990083934817922,1795,1938,1951,2289,1486,1788
ENSG00000064999,ANKS1A,23294,ankyrin repeat and sterile alpha motif domain containing 1A,834.536793542781,0.08051558946735668,0.13839770244913505,0.5817696973470233,0.5607218177800721,0.8992050684385667,1035,861,720,813,768,845
ENSG00000075218,GTSE1,51512,G2 and S-phase expressed 1,2752.8357288280367,0.0956084369307022,0.16437053082821773,0.5816641003040975,0.560792957209078,0.8992050684385667,3637,3477,2502,2513,2266,2360
ENSG00000123643,SLC36A1,206358,solute carrier family 36 member 1,84.15713884374134,0.27255747980314776,0.46910838905790864,0.5810117366489947,0.5612325434432293,0.8995515371742401,133,138,67,58,75,48
ENSG00000156384,SFR1,119392,SWI5 dependent homologous recombination repair protein 1,352.79473732258776,-0.09984498533577467,0.17183163436561769,-0.58106288579743,0.5611980712738909,0.8995515371742401,397,365,308,381,294,385
ENSG00000179111,HES7,84667,hes family bHLH transcription factor 7,29.60586351918274,-0.3823218617674644,0.6577962596988716,-0.5812162293876301,0.5610947308995582,0.8995515371742401,28,27,17,18,30,57
ENSG00000175764,TTLL11,158135,tubulin tyrosine ligase like 11,45.95793969630351,0.293123921332553,0.5046327041559905,0.5808658830838349,0.5613308476514677,0.8995896807199125,61,70,39,23,49,38
ENSG00000169223,LMAN2,10960,"lectin, mannose binding 2",383.90002960801013,0.16524966329850238,0.28454517414277003,0.580750187720944,0.5614088313814265,0.8995952528333567,535,339,415,455,252,328
ENSG00000138080,EMILIN1,11117,elastin microfibril interfacer 1,39.48461722813276,-0.28278641992427167,0.4873706164335376,-0.5802287015036638,0.5617604009065784,0.9000391561234113,38,51,27,59,39,26
ENSG00000057608,GDI2,2665,GDP dissociation inhibitor 2,15663.907281430722,0.055486053674762,0.09576531305758992,0.5793961498501511,0.5623219014095208,0.9001048106211684,18634,16864,13612,15270,14612,15627
ENSG00000102098,SCML2,10389,Scm polycomb group protein like 2,104.56146119487235,0.16137542936994842,0.2792884820859025,0.577809110367513,0.5633930038066393,0.9001048106211684,112,95,108,119,101,92
ENSG00000104613,INTS10,55174,integrator complex subunit 10,2267.141313186914,0.09998387625155832,0.17264087183974905,0.5791437171631446,0.5624922039396956,0.9001048106211684,2499,2005,2395,2450,1947,2305
ENSG00000110696,C11orf58,10944,chromosome 11 open reading frame 58,6247.469349402368,0.0641644401629417,0.11097012874796011,0.578213622772977,0.5631199025915983,0.9001048106211684,7281,7070,5198,6024,6234,5948
ENSG00000114745,GORASP1,64689,golgi reassembly stacking protein 1,1126.4175172001965,-0.09110351337298825,0.15744084890172852,-0.5786523256734551,0.5628237903109641,0.9001048106211684,1297,1453,854,1065,1055,1116
ENSG00000116711,PLA2G4A,5321,phospholipase A2 group IVA,147.52062905531952,0.23509764368935923,0.4067491459448331,0.5779917328240568,0.5632697007573448,0.9001048106211684,130,89,165,202,163,125
ENSG00000116871,MAP7D1,55700,MAP7 domain containing 1,12968.895880862328,0.0801501728435636,0.13827443095342193,0.5796456531472719,0.5621535996529955,0.9001048106211684,15395,16555,11148,11803,12550,11203
ENSG00000117505,DR1,1810,down-regulator of transcription 1,5594.449284070807,-0.04468745575673569,0.07734908543710697,-0.5777373514399383,0.5634414575678972,0.9001048106211684,6063,6533,5028,5859,5009,5324
ENSG00000117751,PPP1R8,5511,protein phosphatase 1 regulatory subunit 8,772.4245804789172,0.09336032306679182,0.1613434556913101,0.5786433832520186,0.5628298254469329,0.9001048106211684,918,838,607,792,813,699
ENSG00000125970,RALY,22913,RALY heterogeneous nuclear ribonucleoprotein,8595.356988917225,-0.05905375924742414,0.10204083936052785,-0.5787267099869401,0.5627735904153381,0.9001048106211684,9231,10134,8274,9068,7099,8159
ENSG00000135315,CEP162,22832,centrosomal protein 162,202.97527200435553,-0.19650734177602064,0.3400704352118838,-0.5778430625808005,0.5633700789629752,0.9001048106211684,213,305,226,222,115,157
ENSG00000136149,RPL13AP25,100287887,ribosomal protein L13a pseudogene 25,19.47975929966658,-0.3204503243352118,0.5527792373902064,-0.5797075987298818,0.5621118182033886,0.9001048106211684,21,29,15,21,15,18
ENSG00000136715,SAP130,79595,Sin3A associated protein 130,2380.8456274484315,0.07116591718533939,0.12298333749659898,0.5786630826091171,0.5628165306218771,0.9001048106211684,2666,2849,2403,2331,2059,2084
ENSG00000148343,MIGA2,84895,mitoguardin 2,329.70749699427483,0.12879156014393336,0.22264909178816186,0.5784508668307137,0.5629597601076128,0.9001048106211684,442,384,257,349,319,254
ENSG00000162368,CMPK1,51727,cytidine/uridine monophosphate kinase 1,7962.957972748431,-0.046294154864971605,0.07999166096661611,-0.5787372621790177,0.5627664692106442,0.9001048106211684,8331,9239,7266,8128,7253,7842
ENSG00000168280,KIF5C,3800,kinesin family member 5C,922.9166571478156,0.08850085685353357,0.15295725940286528,0.5785986045973553,0.5628600465085989,0.9001048106211684,1007,946,812,851,954,977
ENSG00000174501,ANKRD36C,400986,ankyrin repeat domain 36C,110.0252410739837,-0.1606470644566512,0.27794852861590136,-0.5779741495903016,0.5632815720407871,0.9001048106211684,99,111,96,124,106,124
ENSG00000174748,RPL15,6138,ribosomal protein L15,31261.971182099915,-0.04552493450471941,0.07850337653218241,-0.5799105276198724,0.5619749559468381,0.9001048106211684,33723,34578,28552,32405,27636,31741
ENSG00000215784,FAM72D,728833,family with sequence similarity 72 member D,781.6740998235264,0.09570304307929313,0.1653337602477077,0.5788475562154283,0.5626920392782282,0.9001048106211684,751,787,794,795,791,763
ENSG00000225648,NA,NA,NA,318.06698862429397,0.15758330806716092,0.27219987879161933,0.5789249751569423,0.5626397973463062,0.9001048106211684,401,349,241,225,344,360
ENSG00000274114,NA,NA,NA,36.26106409907731,-0.27110295192505107,0.4690197638599806,-0.5780203155916157,0.5632504034191577,0.9001048106211684,36,44,22,32,38,47
ENSG00000276291,NA,NA,NA,598.6674742400052,-0.09936820701303838,0.17178497096952614,-0.5784452880378333,0.5629635256050785,0.9001048106211684,652,610,492,607,548,698
ENSG00000139546,TARBP2,6895,TARBP2 subunit of RISC loading complex,624.754541282299,0.09063570074371916,0.15694196186609408,0.5775109452311504,0.563594346937826,0.9002299437660154,785,745,535,554,577,592
ENSG00000027697,IFNGR1,3459,interferon gamma receptor 1,1138.3343286155184,0.11949168148063577,0.20764841952302013,0.5754519189460471,0.5649856994474456,0.9004286997640868,1179,982,1013,1091,1250,1288
ENSG00000034677,RNF19A,25897,"ring finger protein 19A, RBR E3 ubiquitin protein ligase",5431.597648838268,-0.10315805493272458,0.1789310289204522,-0.576524125273911,0.5642609678994399,0.9004286997640868,5137,5030,4826,6032,5232,6281
ENSG00000060339,CCAR1,55749,cell division cycle and apoptosis regulator 1,2732.1880754931744,0.09030448266184762,0.15695837131754684,0.57534033963152,0.5650611444519202,0.9004286997640868,3464,3498,2316,2406,2522,2400
ENSG00000089057,SLC23A2,9962,solute carrier family 23 member 2,941.7998070311535,0.09596148197015367,0.16671691885914458,0.5755953422533522,0.5648887300565857,0.9004286997640868,1162,1147,948,918,751,788
ENSG00000099282,TSPAN15,23555,tetraspanin 15,251.60833200296116,-0.15707323533394715,0.2722773841445482,-0.5768868238081765,0.5640159120732422,0.9004286997640868,316,327,150,238,239,264
ENSG00000100034,PPM1F,9647,"protein phosphatase, Mg2+/Mn2+ dependent 1F",144.0435030762794,0.22017098722015144,0.38202013492673814,0.5763334627960767,0.564389808798444,0.9004286997640868,175,177,81,129,198,112
ENSG00000126602,TRAP1,10131,TNF receptor associated protein 1,172.24069113966522,0.11728043613451644,0.2035903030648723,0.5760610125775295,0.5645739426468444,0.9004286997640868,209,192,158,177,159,147
ENSG00000132819,RBM38,55544,RNA binding motif protein 38,776.0977044849055,0.10075402296869107,0.17483098931943364,0.5762938444774424,0.5644165828056552,0.9004286997640868,733,880,760,701,828,753
ENSG00000138741,TRPC3,7222,transient receptor potential cation channel subfamily C member 3,105.67822443172163,0.27047864581859765,0.46900972461505075,0.5767015727458498,0.5641410698144669,0.9004286997640868,90,74,75,91,166,128
ENSG00000139517,LNX2,222484,ligand of numb-protein X 2,615.5501897376735,-0.10740491115400276,0.186480369485069,-0.5759582708388102,0.5646433875405525,0.9004286997640868,583,684,657,653,480,646
ENSG00000140379,BCL2A1,597,BCL2 related protein A1,599.0760633459665,0.1129258658103259,0.1961540082178881,0.5757000167179236,0.5648179640524122,0.9004286997640868,816,731,537,503,490,567
ENSG00000140575,IQGAP1,8826,IQ motif containing GTPase activating protein 1,3725.4988277398998,-0.10119667592981232,0.1755582972556907,-0.5764277593922269,0.5643260857429544,0.9004286997640868,3160,4346,3705,4334,3499,3350
ENSG00000142546,NOSIP,51070,nitric oxide synthase interacting protein,1909.1221487843284,-0.0679658126586485,0.11805381094776947,-0.5757189209988198,0.5648051841175773,0.9004286997640868,2008,2140,1858,1959,1575,1976
ENSG00000149743,TRPT1,83707,tRNA phosphotransferase 1,212.0747646916762,-0.3093335458198093,0.5376057390831434,-0.5753910781297842,0.5650268367198055,0.9004286997640868,227,202,271,356,59,170
ENSG00000168724,DNAJC21,134218,DnaJ heat shock protein family (Hsp40) member C21,4672.745052318064,-0.0644665757713915,0.11193331958975704,-0.5759373170354076,0.5646575510782326,0.9004286997640868,5224,5599,4369,5039,3796,4281
ENSG00000169359,SLC33A1,9197,solute carrier family 33 member 1,1177.5278907109118,-0.0832898653045625,0.14466811329754606,-0.5757306389505207,0.5647972624547595,0.9004286997640868,1255,1427,947,1097,1140,1251
ENSG00000184166,OR1D2,4991,olfactory receptor family 1 subfamily D member 2,16.002767112875205,0.34987121319429304,0.6076150675822373,0.5758106272552893,0.5647431895529391,0.9004286997640868,17,17,17,16,18,11
ENSG00000228502,NA,NA,NA,47.02421404093712,-0.24810470625899644,0.42998019723545383,-0.5770142621780701,0.5639298210146682,0.9004286997640868,38,47,42,44,44,66
ENSG00000120129,DUSP1,1843,dual specificity phosphatase 1,479.8706429164742,0.13530333465452732,0.23523168040138245,0.5751918041976974,0.5651615850673262,0.9004699100162176,650,585,424,526,412,327
ENSG00000277053,NA,NA,NA,874.7459776085852,-0.1632808880619422,0.2840955810397859,-0.5747392742412127,0.5654676416266069,0.9008386733077783,1210,1400,589,835,668,691
ENSG00000144036,EXOC6B,23233,exocyst complex component 6B,80.98456828476692,-0.29748720450671806,0.5180746131703443,-0.5742169118966335,0.5658210264427213,0.9011950208904284,38,79,59,116,108,81
ENSG00000250654,NA,NA,NA,35.27798840645468,-0.2606974300861984,0.454028019251289,-0.5741879774646932,0.5658406040558503,0.9011950208904284,42,50,29,43,24,28
ENSG00000124214,STAU1,6780,staufen double-stranded RNA binding protein 1,7385.723933955064,0.0716137531601526,0.12479255784487643,0.5738623712575247,0.5660609381252177,0.9012163551261035,8466,7211,6488,7387,7194,7703
ENSG00000163154,TNFAIP8L2,79626,TNF alpha induced protein 8 like 2,615.0130312135841,0.08461234076421559,0.14745006038496108,0.5738372744189495,0.5660779225837642,0.9012163551261035,734,688,619,614,504,560
ENSG00000197256,KANK2,25959,KN motif and ankyrin repeat domains 2,108.60575616523397,-0.2202573220769209,0.3837588774349205,-0.5739471710703894,0.5660035510768321,0.9012163551261035,85,158,129,128,75,82
ENSG00000123685,BATF3,55509,basic leucine zipper ATF-like transcription factor 3,4232.872262163335,0.12393881107506613,0.21609581104546421,0.573536388676182,0.5662815681281417,0.9012248428817506,6281,5457,3181,3681,3700,3588
ENSG00000134109,EDEM1,9695,ER degradation enhancing alpha-mannosidase like protein 1,9568.874942151757,0.07249030826645318,0.1263728395207832,0.5736225326687501,0.5662232605437949,0.9012248428817506,10289,9443,8466,9998,9825,9480
ENSG00000211800,TRAV20,28663,T cell receptor alpha variable 20,232.03686383749707,-0.16227961593668475,0.2829642993822584,-0.5734985519055182,0.5663071793062648,0.9012248428817506,199,317,252,273,182,180
ENSG00000131652,THOC6,79228,THO complex subunit 6,126.07172386732393,0.27403001349979694,0.4780842286548292,0.5731835460684965,0.5665204238999901,0.901445387212504,137,216,92,77,172,73
ENSG00000152422,XRCC4,7518,X-ray repair cross complementing 4,244.68116218279803,0.2742715413331402,0.47866204251231165,0.5729962206603956,0.5666472529217423,0.9015283873734508,405,322,283,272,115,109
