gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,D1_B7C2_Il8,D1_B7_Il8,D2_B7C2_Il8,D2_B7_Il8,D3_B7C2_Il8,D3_B7_Il8
ENSG00000173141,MRPL57,78988,mitochondrial ribosomal protein L57,1379.8818989056858,0.06976685243805442,0.11577788470950645,0.6025922188257591,0.546779998040086,0.819311899134768,1229,1323,1434,1627,1348,1356
ENSG00000139826,ABHD13,84945,abhydrolase domain containing 13,493.7319601324364,0.1104495356627132,0.1834497517587755,0.602069692675012,0.5471277475362101,0.8194456792287589,475,592,537,496,443,427
ENSG00000154511,DIPK1A,388650,divergent protein kinase domain 1A,669.3529929422224,0.08337241673996694,0.13850567146100806,0.6019422588297247,0.5472125733936496,0.8194456792287589,559,731,793,707,617,637
ENSG00000186111,PIP5K1C,23396,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma,1415.481070998808,0.13228992524648878,0.2197004097244138,0.6021378176418954,0.5470824030789315,0.8194456792287589,1428,1851,1531,1397,1236,1065
ENSG00000235162,C12orf75,387882,chromosome 12 open reading frame 75,5595.570635054747,0.08020329081146949,0.13322427822015154,0.6020170788910899,0.5471627689138682,0.8194456792287589,4749,5962,6916,6392,4815,5047
ENSG00000006625,GGCT,79017,gamma-glutamylcyclotransferase,1645.897904137006,0.08002869373643874,0.1329960116331066,0.6017375465153969,0.5473488529940786,0.8195212244609477,1390,1482,1795,1818,1631,1805
ENSG00000089053,ANAPC5,51433,anaphase promoting complex subunit 5,3886.555746771436,0.09571966724989936,0.15911549653639767,0.6015735068771475,0.5474580683915111,0.819556230323322,3883,4621,3976,4069,3496,3311
ENSG00000113282,CLINT1,9685,clathrin interactor 1,4541.518830086231,0.05432214294144103,0.09037490094195474,0.6010755461445055,0.5477896699991802,0.8199240898498468,4132,4730,4678,4830,4311,4650
ENSG00000138768,USO1,8615,USO1 vesicle transport factor,3802.9518021985987,0.05910312294048908,0.09836487979353402,0.600855946396167,0.5479359372298345,0.820014471578442,3204,3702,4290,4419,3577,3787
ENSG00000092531,SNAP23,8773,synaptosome associated protein 23,1535.5606805369382,-0.07614860209644596,0.12677591473397887,-0.6006551185706915,0.5480697180770644,0.8200779843584144,1370,1770,1624,1785,1258,1481
ENSG00000181817,LSM10,84967,"LSM10, U7 small nuclear RNA associated",863.7079303909109,0.10890187534318205,0.18134161723739756,0.6005343781654746,0.548150156700398,0.8200779843584144,789,944,793,980,946,735
ENSG00000010610,CD4,920,CD4 molecule,17950.59301428803,-0.09969284918849917,0.1661828454308752,-0.5998985570984644,0.5485738440986949,0.8201297488671028,13551,15597,20302,23792,15792,20055
ENSG00000075826,SEC31B,25956,"SEC31 homolog B, COPII coat complex component",511.6734635219825,0.27340684061462717,0.4555090306258825,0.6002226569228678,0.548357855883511,0.8201297488671028,248,281,1018,676,399,531
ENSG00000106683,LIMK1,3984,LIM domain kinase 1,1706.1711429723116,0.09531706539728427,0.1588587456110459,0.6000114443221224,0.5484986084669441,0.8201297488671028,1557,2006,1971,1854,1496,1415
ENSG00000125356,NDUFA1,4694,NADH:ubiquinone oxidoreductase subunit A1,2546.097392006278,-0.06918209259357429,0.11531797877626283,-0.5999246026311276,0.5485564851533017,0.8201297488671028,2057,2458,2695,3100,2330,2773
ENSG00000172578,KLHL6,89857,kelch like family member 6,5608.793761175231,-0.06748434084951427,0.11254341833927094,-0.599629386110145,0.5487532582910442,0.8201297488671028,4642,5850,5431,6138,5463,6302
ENSG00000175283,DOLK,22845,dolichol kinase,224.836986145078,0.21983446154746086,0.3665873000132811,0.5996783345726829,0.5487206298533236,0.8201297488671028,268,322,187,169,220,169
ENSG00000186480,INSIG1,3638,insulin induced gene 1,8225.57032119475,0.1129098407508615,0.18831481552142418,0.5995802318485981,0.5487860248755676,0.8201297488671028,7194,9008,11060,9486,6333,6816
ENSG00000165458,INPPL1,3636,inositol polyphosphate phosphatase like 1,4532.626008360563,-0.05175666375386422,0.08638417268578391,-0.5991452154334486,0.549076052034884,0.8204347644489941,3700,4916,4909,5256,4086,4567
ENSG00000113522,RAD50,10111,RAD50 double strand break repair protein,4529.364143422692,0.18693495513943512,0.3125362828444062,0.5981224113825506,0.5497582573097638,0.8208453326821573,4465,4320,3374,3060,5626,5982
ENSG00000163516,ANKZF1,55139,ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1,514.4660382757579,-0.19560155570119667,0.3269775739679708,-0.598210921096249,0.5496992052589514,0.8208453326821573,417,314,455,673,485,764
ENSG00000163607,GTPBP8,29083,GTP binding protein 8 (putative),570.5480640212548,0.0863582986841623,0.14439042721854303,0.5980888092633326,0.5497806768435689,0.8208453326821573,533,636,611,574,524,554
ENSG00000185722,ANKFY1,51479,ankyrin repeat and FYVE domain containing 1,1933.658665343282,0.07330691841145977,0.12247365098898247,0.598552568813796,0.5494712935235855,0.8208453326821573,1811,2116,2041,2186,1773,1724
ENSG00000196531,NACA,4666,nascent polypeptide associated complex subunit alpha,18506.90246392332,-0.06596665777742386,0.11029096291613529,-0.5981148049961681,0.5497633322965465,0.8208453326821573,15337,17637,19116,22172,16993,20642
ENSG00000119977,TCTN3,26123,tectonic family member 3,306.6562285415744,-0.7925075498652338,1.325975559255025,-0.5976788518715153,0.550054239130841,0.8211253713604236,121,273,514,980,45,35
ENSG00000005889,ZFX,7543,zinc finger protein X-linked,1398.5491076898247,-0.06508236574647414,0.10901108624284354,-0.5970252016523385,0.5504905549291823,0.8212630966349739,1138,1452,1436,1561,1315,1547
ENSG00000116030,SUMO1,7341,small ubiquitin like modifier 1,4963.670949163943,0.06343720523624977,0.10621524733046202,0.5972514006287709,0.5503395463563006,0.8212630966349739,4458,5375,5655,5507,4346,4629
ENSG00000141232,TOB1,10140,"transducer of ERBB2, 1",2746.452262025301,-0.07288475410392532,0.12205352560957648,-0.597154025169812,0.550404550910006,0.8212630966349739,2310,3333,2813,3022,2488,2632
ENSG00000175221,MED16,10025,mediator complex subunit 16,2726.0382240840227,-0.22952035425712367,0.3844312524957044,-0.5970387494957587,0.5504815099263236,0.8212630966349739,2349,2995,3741,4704,1178,1822
ENSG00000196715,VKORC1L1,154807,vitamin K epoxide reductase complex subunit 1 like 1,1387.8871759774586,0.10209436113901485,0.1710542366485631,0.5968537414759932,0.550605033919096,0.8213055559849287,1310,1710,1537,1355,1237,1204
ENSG00000164442,CITED2,10370,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2,1768.6499655739829,-0.1173385294336319,0.19686289379211724,-0.5960418805868959,0.5511472489401932,0.8219859314090854,1205,1612,2181,2357,1508,1925
ENSG00000254858,MPV17L2,84769,MPV17 mitochondrial inner membrane protein like 2,299.08191542198244,0.1930019315151624,0.32393659402478886,0.5958015706629093,0.5513077943347128,0.8220969577241664,337,409,244,259,310,221
ENSG00000134452,FBH1,84893,F-box DNA helicase 1,2727.2543367508133,-0.06514932825868798,0.10951122622097995,-0.5949100426217928,0.5519036039915857,0.8228569036401718,2323,3052,2829,3302,2429,2568
ENSG00000116266,STXBP3,6814,syntaxin binding protein 3,1610.761276380741,-0.06812307995472094,0.11454982211913646,-0.5947026254119381,0.5520422665896257,0.8229351383915295,1299,1642,1660,1795,1517,1819
ENSG00000105229,PIAS4,51588,protein inhibitor of activated STAT 4,1748.2887483443658,-0.06299291839529496,0.10604978917177221,-0.5939938107115266,0.5525162526300091,0.8234758818756254,1524,1839,1836,2129,1504,1745
ENSG00000168259,DNAJC7,7266,DnaJ heat shock protein family (Hsp40) member C7,3641.5332995815347,0.08114514678361676,0.13668982600838983,0.5936443783214428,0.5527499923482282,0.8234758818756254,3610,4075,3532,3728,3423,3482
ENSG00000176946,THAP4,51078,THAP domain containing 4,2194.4469592183104,-0.07510524809426507,0.12649334728990927,-0.5937486018306706,0.5526802708572147,0.8234758818756254,1710,2189,2486,2740,1921,2274
ENSG00000263002,ZNF234,10780,zinc finger protein 234,298.32547199556956,-0.09537833487849721,0.16063684715072102,-0.5937512878910429,0.5526784740438855,0.8234758818756254,239,318,314,336,269,329
ENSG00000088766,CRLS1,54675,cardiolipin synthase 1,1080.5204905190838,0.07127385744187588,0.12019558467063714,0.592982326573661,0.5531929800419108,0.8237659682145603,971,1049,1111,1159,1058,1152
ENSG00000128928,IVD,3712,isovaleryl-CoA dehydrogenase,1446.6342992806942,0.12614202603714714,0.21274745935076964,0.5929190713820424,0.5532353140436468,0.8237659682145603,1564,1732,1460,1607,1234,1090
ENSG00000139146,SINHCAF,58516,SIN3-HDAC complex associated factor,4555.79358192939,0.10873893691520911,0.1834211082638608,0.5928376398139656,0.5532898150565537,0.8237659682145603,3779,3704,4605,4938,5029,5329
ENSG00000154832,CXXC1,30827,CXXC finger protein 1,2152.0404341504045,0.06840897018106704,0.11532792325997826,0.5931691844208097,0.5530679333287684,0.8237659682145603,1990,2342,2429,2291,1853,2072
ENSG00000085274,MYNN,55892,myoneurin,1029.9480221592735,-0.09018300454483537,0.15229677784802256,-0.5921530699410416,0.5537480921369438,0.8239664506772423,805,977,1030,1195,1003,1215
ENSG00000136492,BRIP1,83990,BRCA1 interacting helicase 1,1226.9287352908075,0.128777177358168,0.21745501029648803,0.5922014727671132,0.5537156833402492,0.8239664506772423,1326,1540,1267,1070,1025,1118
ENSG00000186566,GPATCH8,23131,G-patch domain containing 8,4548.990162734864,-0.06622408872880856,0.1118408430601277,-0.5921279464355008,0.5537649143015767,0.8239664506772423,3874,4766,5134,5307,3686,4787
ENSG00000278540,ACACA,31,acetyl-CoA carboxylase alpha,1764.5045464619416,0.20110638019664892,0.3396373851481517,0.5921208588651841,0.5537696600330817,0.8239664506772423,811,1542,2874,2218,1855,1511
ENSG00000122359,ANXA11,311,annexin A11,14751.525764671953,-0.071940507574351,0.12157991843656604,-0.5917137344674708,0.5540422978902518,0.8240327495957974,13151,16725,15729,17830,12043,13815
ENSG00000126653,NSRP1,84081,nuclear speckle splicing regulatory protein 1,1495.3170559692878,-0.11448628824512601,0.19342491222485853,-0.5918900876223973,0.5539241919001842,0.8240327495957974,1076,1266,1610,1847,1421,1849
ENSG00000196352,CD55,1604,CD55 molecule (Cromer blood group),2548.1403476658234,0.08987500829851773,0.1519011575494757,0.5916676985772447,0.554073130750421,0.8240327495957974,2300,2140,2602,3023,2545,2728
ENSG00000197372,ZNF675,171392,zinc finger protein 675,468.0798573589427,-0.12702848000894174,0.21476805043042582,-0.5914682363338426,0.5542067316879495,0.8241030796069992,364,401,489,538,423,617
ENSG00000146535,GNA12,2768,G protein subunit alpha 12,2888.3329776874934,-0.06718921890054723,0.11362623259702104,-0.5913178441710365,0.554307475631348,0.8241245371111975,2374,3169,3267,3439,2423,2841
ENSG00000134313,KIDINS220,57498,kinase D interacting substrate 220,1939.2077273906655,-0.07248391154675614,0.12263881823028568,-0.5910356328666597,0.5544965460958753,0.8241489760466091,1456,2016,2191,2231,1766,2098
ENSG00000232024,NA,NA,NA,711.1448673946045,0.10560463664381595,0.17864391408573185,0.591146007879876,0.554422595426065,0.8241489760466091,631,609,688,817,766,762
ENSG00000047230,CTPS2,56474,CTP synthase 2,705.8505415695807,0.09098046170244095,0.15407541564506794,0.5904930473270692,0.5548601456500839,0.8242523592788833,721,745,720,729,617,705
ENSG00000108061,SHOC2,8036,SHOC2 leucine rich repeat scaffold protein,2498.915266855702,0.06552845055764327,0.11103407285841957,0.5901652427106688,0.5550798718320862,0.8242523592788833,2289,2559,2462,2663,2480,2566
ENSG00000114439,BBX,56987,BBX high mobility group box domain containing,1862.3444894706438,0.08170345542718967,0.1383003105833515,0.5907684160835506,0.5546755998914956,0.8242523592788833,1694,1903,1919,2287,1817,1610
ENSG00000148634,HERC4,26091,HECT and RLD domain containing E3 ubiquitin protein ligase 4,2329.6046823041547,-0.06398902784137517,0.10838466940374168,-0.5903881812197153,0.5549304323756836,0.8242523592788833,1916,2308,2536,2741,2046,2554
ENSG00000162729,IGSF8,93185,immunoglobulin superfamily member 8,771.6258273236135,0.18523579520646968,0.3138743964734477,0.5901589848923524,0.5550840668373711,0.8242523592788833,854,495,990,889,497,921
ENSG00000240849,PEDS1,387521,plasmanylethanolamine desaturase 1,2015.9220813185957,0.06517890705251146,0.11036383294213185,0.5905821256379103,0.5548004441464514,0.8242523592788833,1889,2188,2070,2203,1882,1901
ENSG00000084731,KIF3C,3797,kinesin family member 3C,658.6068367033043,-0.12706013684545142,0.21556685036410622,-0.5894233581408214,0.555577311181686,0.8248565024355058,533,805,802,828,474,570
ENSG00000173473,SMARCC1,6599,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1",3169.648039214469,-0.05904356710742621,0.1002407152850785,-0.5890178151613333,0.5558493228741286,0.8251320483212343,2819,3379,3303,3797,2701,3164
ENSG00000102870,ZNF629,23361,zinc finger protein 629,181.0586494955904,-0.20101122711908556,0.3415160589911516,-0.5885849927903203,0.5561397034841498,0.8252082467620875,189,277,138,163,144,175
ENSG00000140006,WDR89,112840,WD repeat domain 89,971.6749910571053,0.07719855496436047,0.13119500100471582,0.5884260404219637,0.5562463632342685,0.8252082467620875,938,1010,977,998,907,1005
ENSG00000141279,NPEPPS,9520,aminopeptidase puromycin sensitive,6447.947303676334,-0.06311990867489253,0.10722347385097321,-0.5886762143392319,0.5560784967753453,0.8252082467620875,5822,7130,6861,7297,5252,6604
ENSG00000186193,SAPCD2,89958,suppressor APC domain containing 2,798.0788193334437,0.09830548207999558,0.1670291348381796,0.5885529023139313,0.5561612359372745,0.8252082467620875,618,787,1041,896,716,781
ENSG00000121022,COPS5,10987,COP9 signalosome subunit 5,1802.0027113881815,0.06544671082306393,0.11125146855005372,0.5882772755814766,0.5563461960173776,0.8252281310507878,1694,1809,1842,1908,1684,1897
ENSG00000133059,DSTYK,25778,dual serine/threonine and tyrosine protein kinase,774.367144711789,0.09747526117807699,0.1657794132129843,0.5879816998317283,0.5565445762678966,0.825394161883485,639,708,776,860,856,820
ENSG00000117000,RLF,6018,RLF zinc finger,2658.224777206394,-0.10946116128112143,0.18631249968789115,-0.5875137817617695,0.5568586972340912,0.825676148075153,2032,2197,2734,3340,2523,3273
ENSG00000164053,ATRIP,84126,ATR interacting protein,463.4818384280885,0.18682082362134408,0.31802491074954703,0.5874408491492995,0.5569076658571412,0.825676148075153,536,544,318,367,515,464
ENSG00000182568,SATB1,6304,SATB homeobox 1,10917.498113676646,0.08812555574955389,0.15008738998703983,0.5871616246852157,0.5570951629354455,0.8258258990386017,8682,9320,13076,12974,10465,11544
ENSG00000122952,ZWINT,11130,ZW10 interacting kinetochore protein,3848.8135774396746,0.09301577893064081,0.1585341919708918,0.5867237709056433,0.557389240275725,0.826133571274856,3834,4616,4056,3762,3361,3494
ENSG00000116962,NID1,4811,nidogen 1,500.92745460658114,0.13706696150508488,0.23387889684198626,0.5860595519983589,0.557835496294196,0.8266666643825832,532,612,449,438,492,467
ENSG00000090470,PDCD7,10081,programmed cell death 7,2057.3965285617865,0.06791552644644203,0.11594690749855827,0.5857467690312181,0.5580456999693226,0.8267215427939631,1929,1969,2272,2330,1786,2117
ENSG00000145214,DGKQ,1609,diacylglycerol kinase theta,647.5661047943806,-0.10612193956643168,0.18115069203069692,-0.5858213312729094,0.5579955874228154,0.8267215427939631,603,688,661,869,506,596
ENSG00000166189,HPS6,79803,HPS6 biogenesis of lysosomal organelles complex 2 subunit 3,1124.0911583000882,0.08604827538118613,0.14693852340986735,0.5856073232828454,0.5581394259541965,0.8267321189901751,1084,1214,1204,1311,996,966
ENSG00000211747,TRBV20-1,28567,T cell receptor beta variable 20-1,330.43164363749355,-0.27751396664926664,0.47418886801803967,-0.5852393115198755,0.5583868152805169,0.8269702671472585,159,225,260,293,430,623
ENSG00000234545,FAM133B,257415,family with sequence similarity 133 member B,809.349484506579,0.07823621913602587,0.13381035447105633,0.5846798586349209,0.5587629995477227,0.8273990570225894,649,867,946,845,782,800
ENSG00000141524,TMC6,11322,transmembrane channel like 6,4072.016146549552,0.054687613502633216,0.09356764941331698,0.5844713834913312,0.5589032127498464,0.8274783494085182,3514,4055,4513,4777,3794,3944
ENSG00000163154,TNFAIP8L2,79626,TNF alpha induced protein 8 like 2,626.7223740087377,-0.09446283131741894,0.1617836698351877,-0.5838835984722694,0.5592986286942205,0.8279353963988244,554,646,639,837,529,592
ENSG00000178935,ZNF552,79818,zinc finger protein 552,270.51987900756757,-0.1439627856812885,0.24669749080248982,-0.5835599916845021,0.5595163840558317,0.8281293497078098,255,358,257,329,215,222
ENSG00000108666,C17orf75,64149,chromosome 17 open reading frame 75,655.9926875654885,0.0763471571921238,0.13102935677589084,0.5826721512699323,0.5601140239941602,0.8282435652928979,596,662,743,755,579,625
ENSG00000117650,NEK2,4751,NIMA related kinase 2,1673.6333710489616,0.08805266420445645,0.15100983753937577,0.5830922384874213,0.5598312083740253,0.8282435652928979,1318,1508,2066,1898,1564,1776
ENSG00000163812,ZDHHC3,51304,zinc finger DHHC-type palmitoyltransferase 3,2034.9522092178645,0.09259440855044516,0.15890715180450365,0.5826950360570298,0.5600986154690768,0.8282435652928979,2012,2416,2014,2056,1906,1811
ENSG00000164332,UBLCP1,134510,ubiquitin like domain containing CTD phosphatase 1,1441.9904309988824,0.1343835233253517,0.2304296339886108,0.5831868106512452,0.5597675490390064,0.8282435652928979,1562,1892,1438,1352,1253,1140
ENSG00000196730,DAPK1,1612,death associated protein kinase 1,1270.6530517522503,-0.12489745129600022,0.21426206514802895,-0.5829191052075006,0.5599477586276851,0.8282435652928979,1001,1386,967,1541,1451,1309
ENSG00000197548,ATG7,10533,autophagy related 7,632.4054535152551,0.10346146968239085,0.17750465366687126,0.5828662378427574,0.5599833503445674,0.8282435652928979,618,651,703,777,540,527
ENSG00000213178,NA,NA,NA,3304.0827341216286,-0.0812497069520437,0.13950129016674642,-0.5824297886774066,0.5602772214332332,0.828356598055824,2751,3176,3411,3582,2973,4054
ENSG00000127948,POR,5447,cytochrome p450 oxidoreductase,1066.5390242827975,0.08576248285819502,0.14740512052271867,0.5818148145333727,0.5606914242190124,0.8288406438215096,828,1031,1258,1276,1058,1006
ENSG00000042493,CAPG,822,"capping actin protein, gelsolin like",9653.653241405831,-0.06793579197429679,0.11689187729032123,-0.5811848825523307,0.5611158552181938,0.8289546937371677,7751,11308,9943,11293,9137,8988
ENSG00000141568,FOXK2,3607,forkhead box K2,1636.6487083768743,-0.054139016276712686,0.09309500137878224,-0.5815458990803752,0.5608725931027734,0.8289546937371677,1375,1783,1683,1877,1508,1664
ENSG00000146872,TLK2,11011,tousled like kinase 2,1352.903216281126,0.10812298227136853,0.1860220441513313,0.5812374698098097,0.5610804174103372,0.8289546937371677,1320,1552,1237,1518,1395,1097
ENSG00000158863,FHIP2B,64760,FHF complex subunit HOOK interacting protein 2B,749.3036071315386,-0.06975762659317979,0.11998526782052091,-0.5813849305026866,0.5609810515157145,0.8289546937371677,635,799,778,911,667,744
ENSG00000002822,MAD1L1,8379,mitotic arrest deficient 1 like 1,1605.8950716159152,-0.08958296984372764,0.1546257045764241,-0.579353672722966,0.5623505566617595,0.8289918513157168,1178,1514,1810,2056,1470,1728
ENSG00000023697,DERA,51071,deoxyribose-phosphate aldolase,810.7234118449724,0.09788303268238353,0.16900215126708493,0.5791821698629901,0.562466260398089,0.8289918513157168,807,920,917,813,658,764
ENSG00000029534,ANK1,286,ankyrin 1,680.6226523582404,-0.2978536034084753,0.5137831788478902,-0.5797262652241431,0.5620992282020703,0.8289918513157168,223,376,1081,1363,511,694
ENSG00000031081,ARHGAP31,57514,Rho GTPase activating protein 31,4090.458079790971,-0.13471010920098095,0.23193093815990554,-0.5808199210926515,0.5613618274144767,0.8289918513157168,3954,5998,3395,4079,3604,3566
ENSG00000065000,AP3D1,8943,adaptor related protein complex 3 subunit delta 1,6448.5553333421485,0.09066603367428902,0.1565135909408962,0.5792853715082608,0.5623966344328202,0.8289918513157168,6485,7587,6842,6809,5511,5554
ENSG00000103248,MTHFSD,64779,methenyltetrahydrofolate synthetase domain containing,192.55078269696693,0.1483848955376712,0.256003434827421,0.5796207212520471,0.5621704162993115,0.8289918513157168,185,158,220,260,171,169
ENSG00000108506,INTS2,57508,integrator complex subunit 2,1436.3200047369821,0.07027497386467654,0.12133883328313988,0.5791630920061047,0.5624791319103342,0.8289918513157168,1348,1553,1603,1553,1234,1368
ENSG00000112983,BRD8,10902,bromodomain containing 8,1634.0554728691259,-0.07908289135410533,0.13626824880166893,-0.5803471612026526,0.561680529780227,0.8289918513157168,1329,1708,1875,2065,1344,1602
ENSG00000119688,ABCD4,5826,ATP binding cassette subfamily D member 4,512.6250796740911,-0.09016184270541473,0.15545965343104856,-0.579969405022535,0.5619352500057508,0.8289918513157168,383,528,578,633,461,530
ENSG00000132478,UNK,85451,unk zinc finger,1735.4349513080604,-0.07418083203476916,0.12797142581765183,-0.5796671527319732,0.5621390983066963,0.8289918513157168,1584,2051,1749,1919,1462,1710
ENSG00000133103,COG6,57511,component of oligomeric golgi complex 6,962.1620392344978,0.07511845557587739,0.12971986694001997,0.5790821201706193,0.562533763841674,0.8289918513157168,795,942,1027,1024,987,1022
ENSG00000133606,MKRN1,23608,makorin ring finger protein 1,4654.1934884735865,-0.15888617044963704,0.2746035761052294,-0.5786019712603856,0.5628577743244345,0.8289918513157168,2692,3423,5782,6716,4260,5598
ENSG00000134262,AP4B1,10717,adaptor related protein complex 4 subunit beta 1,887.6342401589868,0.07029861002341455,0.12148015135833976,0.5786839186267483,0.5628024688451871,0.8289918513157168,847,897,908,977,820,890
ENSG00000136925,TSTD2,158427,thiosulfate sulfurtransferase like domain containing 2,683.5448221615295,0.10802398258998934,0.18670768357776682,0.5785727749388287,0.5628774792710298,0.8289918513157168,684,797,636,652,677,646
ENSG00000140525,FANCI,55215,FA complementation group I,771.1084254704863,-0.1167498150872254,0.20161741916803302,-0.57906611228826,0.5625445647094409,0.8289918513157168,663,994,761,962,676,615
ENSG00000147123,NDUFB11,54539,NADH:ubiquinone oxidoreductase subunit B11,2560.4758005786753,-0.055289742224216794,0.09553022706747422,-0.5787669926207225,0.5627464056928866,0.8289918513157168,2041,2691,2721,2911,2397,2726
ENSG00000153815,CMIP,80790,c-Maf inducing protein,3081.472786349868,-0.14676911202645154,0.25301976613596955,-0.5800697481776176,0.5618675833753155,0.8289918513157168,1682,2792,3817,4432,2973,3170
ENSG00000162373,BEND5,79656,BEN domain containing 5,836.5275619833617,-0.2258169703608659,0.388902788500328,-0.5806514559374918,0.5614753850614371,0.8289918513157168,456,457,940,1023,828,1386
ENSG00000162869,PPP1R21,129285,protein phosphatase 1 regulatory subunit 21,193.29911790563727,0.22350656241163783,0.38539205891680484,0.5799459465766692,0.5619510698289958,0.8289918513157168,130,184,354,225,129,163
ENSG00000189114,BLOC1S3,388552,biogenesis of lysosomal organelles complex 1 subunit 3,432.820555676078,0.08815704316500644,0.15196613128852776,0.5801098074782772,0.5618405703965668,0.8289918513157168,397,428,464,517,406,398
ENSG00000163882,POLR2H,5437,"RNA polymerase II, I and III subunit H",1959.9452045725002,0.07455488147564578,0.12890189600647822,0.5783846769166132,0.5630044368554732,0.8290509505083371,1674,1766,2242,2201,1821,2127
ENSG00000079385,CEACAM1,634,CEA cell adhesion molecule 1,230.79999129850594,0.16662288060462122,0.2883889974375357,0.5777712814467247,0.5634185467682191,0.8295328118030773,163,179,239,267,293,249
ENSG00000101193,GID8,54994,GID complex subunit 8 homolog,3235.3141677649583,-0.053986280944830656,0.09350198868470856,-0.5773810985654431,0.5636820398390748,0.8295370093069492,2734,3398,3431,3921,2874,3221
ENSG00000165632,TAF3,83860,TATA-box binding protein associated factor 3,1745.6847610471157,0.060266715392346036,0.10437608066178283,0.5773996782618473,0.5636694915012777,0.8295370093069492,1523,1784,1790,1878,1744,1790
ENSG00000178295,GEN1,348654,GEN1 Holliday junction 5' flap endonuclease,591.9019151366891,-0.18048627418968052,0.31256734358988725,-0.5774316411841558,0.5636479047280094,0.8295370093069492,383,955,719,625,500,429
ENSG00000110446,SLC15A3,51296,solute carrier family 15 member 3,182.80061976796668,0.23239736908384354,0.4027553965742966,0.5770186347856248,0.563926867209632,0.829769414103493,248,224,114,149,182,161
ENSG00000140153,WDR20,91833,WD repeat domain 20,905.1439377056478,-0.07172925679585672,0.12449572510248007,-0.5761583920798242,0.5645081259740404,0.8304967005855374,714,1028,986,1048,820,888
ENSG00000150527,MIA2,4253,MIA SH3 domain ER export factor 2,1155.5922855985107,-0.05942249163239446,0.10322996487916981,-0.5756321984798523,0.564863812625201,0.830877878450367,946,1244,1206,1354,1070,1170
ENSG00000171365,CLCN5,1184,chloride voltage-gated channel 5,260.6490613718446,-0.15124276790847965,0.2627943216835207,-0.5755176403340216,0.5649412638143886,0.830877878450367,254,352,217,241,223,278
ENSG00000013563,DNASE1L1,1774,deoxyribonuclease 1 like 1,375.82788107419924,-0.2068018189931752,0.35987128692812775,-0.5746549572166255,0.5655246759959334,0.8309679295797433,239,373,509,663,267,268
ENSG00000055130,CUL1,8454,cullin 1,4345.827887308331,0.0605111972318738,0.10522393068483707,0.5750706786758876,0.565243497276404,0.8309679295797433,3759,4268,4487,4653,4350,4644
ENSG00000134996,OSTF1,26578,osteoclast stimulating factor 1,5892.695540177133,0.12815065158111894,0.22295276324227362,0.5747883530013166,0.5654344446673418,0.8309679295797433,4313,5422,8686,7505,4860,5146
ENSG00000172765,TMCC1,23023,transmembrane and coiled-coil domain family 1,934.0726774072444,-0.0686896319360535,0.11949468470083813,-0.5748342037808792,0.5654034319658712,0.8309679295797433,757,1055,1010,1088,834,913
ENSG00000177426,TGIF1,7050,TGFB induced factor homeobox 1,423.73456051572515,-0.14235564058013064,0.24759380324980587,-0.5749563951586589,0.5653207877506747,0.8309679295797433,272,366,436,513,444,539
ENSG00000276231,PIK3R6,146850,phosphoinositide-3-kinase regulatory subunit 6,619.2747903888562,0.13455423037797326,0.2341287051560461,0.57470197978626,0.565492868287383,0.8309679295797433,534,631,893,710,445,549
ENSG00000099904,ZDHHC8,29801,zinc finger DHHC-type palmitoyltransferase 8,185.5516742982914,0.1526680600020985,0.2662749677452999,0.5733473983485002,0.5664094985684611,0.8311787819102765,184,233,179,162,188,164
ENSG00000105968,H2AZ2,94239,H2A.Z variant histone 2,3720.0021425195077,-0.08806168166439793,0.1534767041362805,-0.5737788165310291,0.5661174853109023,0.8311787819102765,3191,4234,4254,4657,2864,3386
ENSG00000109062,NHERF1,9368,NHERF family PDZ scaffold protein 1,1599.398808151835,-0.1549343920506632,0.2700806170728358,-0.5736597973222204,0.5661980384132981,0.8311787819102765,1649,2389,1603,1541,1029,1435
ENSG00000123689,G0S2,50486,G0/G1 switch 2,1250.1069212259044,0.4490722563072313,0.7827448800559194,0.5737147156748563,0.5661608685726242,0.8311787819102765,1146,610,634,682,2213,2021
ENSG00000131061,ZNF341,84905,zinc finger protein 341,413.87276932810556,0.09421146747708013,0.1643375194627293,0.5732803305361238,0.566454901128238,0.8311787819102765,335,413,438,473,443,394
ENSG00000135362,PRR5L,79899,proline rich 5 like,459.80693142332717,0.25007064875857293,0.4356918955251735,0.5739621308703556,0.5659934275381197,0.8311787819102765,406,382,275,298,708,643
ENSG00000137720,CFAP68,64776,cilia and flagella associated protein 68,430.15085078738224,-0.08498582006434492,0.14827680152236314,-0.5731565503962354,0.566538700531219,0.8311787819102765,351,444,449,541,389,432
ENSG00000149091,DGKZ,8525,diacylglycerol kinase zeta,5180.295588974187,-0.09727214195017472,0.16957948220716393,-0.5736079665070792,0.5662331196209065,0.8311787819102765,4277,5802,6252,6600,3836,4753
