gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,D1_B7C2_bead,D1_B7_bead,D2_B7C2_bead,D2_B7_bead,D3_B7C2_bead,D3_B7_bead
ENSG00000029993,HMGB3,3149,high mobility group box 3,670.3827979394225,0.09941065861647931,0.1612244434708036,0.6165979331445591,0.5374999581534172,0.8444250838744859,746,807,581,658,682,570
ENSG00000071889,FAM3A,60343,FAM3 metabolism regulating signaling molecule A,845.7717819275696,-0.08112272034987206,0.13155106714831444,-0.6166633392522158,0.5374568070659238,0.8444250838744859,750,945,739,845,885,934
ENSG00000105409,ATP1A3,478,ATPase Na+/K+ transporting subunit alpha 3,107.48300882025273,-0.18540374648482066,0.3006645521845872,-0.6166465090004877,0.5374679105058637,0.8444250838744859,93,156,97,91,99,114
ENSG00000139437,TCHP,84260,trichoplein keratin filament binding,990.7325278459673,0.10135580097759236,0.16428565437618162,0.6169485787572642,0.5372686432310031,0.8444250838744859,1053,1250,915,892,990,870
ENSG00000187676,B3GLCT,145173,beta 3-glucosyltransferase,234.84241121853486,0.18410258799090323,0.2985679670779213,0.6166186875059356,0.5374862654628588,0.8444250838744859,290,313,212,228,220,153
ENSG00000278129,ZNF8,7554,zinc finger protein 8,408.16950269159963,-0.09932431302780866,0.16108844179435944,-0.6165824929550379,0.5375101449326016,0.8444250838744859,387,435,362,428,386,457
ENSG00000188157,AGRN,375790,agrin,5063.143572046025,-0.07513231155649475,0.12188081585147248,-0.6164408322311624,0.5376036111689066,0.8444434081096505,5054,5620,3735,4777,5618,5889
ENSG00000134602,STK26,51765,serine/threonine kinase 26,3438.913956747243,0.08092271360067249,0.13133145371962635,0.6161716124259979,0.5377812620231719,0.8444654651453002,3868,4117,2638,3014,3822,3388
ENSG00000140848,CPNE2,221184,copine 2,257.29241672355334,-0.18035661324905805,0.29267490294125525,-0.6162353226619456,0.5377392187025484,0.8444654651453002,250,404,215,182,231,281
ENSG00000174238,PITPNA,5306,phosphatidylinositol transfer protein alpha,759.904670089029,0.13402995323479697,0.2176008199323238,0.6159441553413343,0.5379313777591277,0.8445727167463841,937,1013,582,675,804,601
ENSG00000145850,TIMD4,91937,T cell immunoglobulin and mucin domain containing 4,134.26830589617435,-0.366611885770682,0.5954641442094072,-0.6156741582777071,0.5381095960710295,0.8445941328667812,171,309,54,57,125,122
ENSG00000163913,IFT122,55764,intraflagellar transport 122,800.9419661255839,-0.1534645661737765,0.24921571154952357,-0.6157900929263056,0.5380330668777176,0.8445941328667812,805,1008,798,891,549,748
ENSG00000173451,THAP2,83591,THAP domain containing 2,259.43036322946733,-0.1268352318005901,0.20609281363276896,-0.6154277267842743,0.5382722852010611,0.8445941328667812,270,326,175,283,282,242
ENSG00000183808,RBM12B,389677,RNA binding motif protein 12B,1202.9056591350945,-0.0846371540995765,0.13750283199532948,-0.6155302612418292,0.5382045910105223,0.8445941328667812,1260,1445,1034,1188,1073,1254
ENSG00000184584,STING1,340061,stimulator of interferon response cGAMP interactor 1,8864.686013224962,-0.12563079039592598,0.20420693595584388,-0.6152131405717355,0.5384139708138982,0.844688057858947,7078,7677,7813,10779,9568,10290
ENSG00000131669,NINJ1,4814,ninjurin 1,6446.365742385323,-0.11468876110598648,0.18652645656362465,-0.6148659188562126,0.5386432717697033,0.8449193883116011,5292,5800,5328,7360,7337,7701
ENSG00000022976,ZNF839,55778,zinc finger protein 839,415.6861331821268,-0.09590553379923293,0.15608390397852717,-0.6144485840924819,0.5389189393070768,0.8451257537424706,426,477,346,459,390,409
ENSG00000198700,IPO9,55705,importin 9,4288.866848408749,0.12891751177614133,0.20982023436503747,0.614418872261173,0.5389385679440748,0.8451257537424706,5543,5762,3381,3544,4123,3648
ENSG00000014824,SLC30A9,10463,solute carrier family 30 member 9,1366.7906149014661,0.09033991088878901,0.1475082497203534,0.6124397181856316,0.5402468702071048,0.8452513695906092,1585,1537,1216,1343,1269,1274
ENSG00000078237,TIGAR,57103,TP53 induced glycolysis regulatory phosphatase,810.444129954728,0.1801330797455324,0.29373986457936857,0.6132401538466032,0.5397175580257135,0.8452513695906092,780,783,511,595,1269,1005
ENSG00000080819,CPOX,1371,coproporphyrinogen oxidase,3919.390321328677,0.0832970880063171,0.13569906072057836,0.6138368796659279,0.5393231241045181,0.8452513695906092,4165,4441,3452,4180,4051,3314
ENSG00000103174,NAGPA,51172,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,273.5259219734706,-0.17902078910253558,0.2918685814462776,-0.6133609455853226,0.5396377034034423,0.8452513695906092,307,414,156,223,295,283
ENSG00000106460,TMEM106B,54664,transmembrane protein 106B,1236.7634167916694,-0.09003121524811133,0.1467744550871362,-0.6133983954814353,0.5396129467253845,0.8452513695906092,1358,1591,948,1208,1177,1214
ENSG00000111877,MCM9,254394,minichromosome maintenance 9 homologous recombination repair factor,227.30992338371956,-0.4136893256293928,0.6742141487978404,-0.6135874282185013,0.5394879931736614,0.8452513695906092,28,271,283,334,229,205
ENSG00000112031,MTRF1L,54516,mitochondrial translation release factor 1 like,516.7813895871403,-0.15711796139106282,0.2560071236105529,-0.6137249588026161,0.5393970924459074,0.8452513695906092,482,710,296,537,671,470
ENSG00000115355,CCDC88A,55704,coiled-coil domain containing 88A,494.6306467124646,0.208151248793048,0.33952015952195685,0.6130747849733701,0.5398268918903872,0.8452513695906092,624,661,278,292,678,503
ENSG00000121680,PEX16,9409,peroxisomal biogenesis factor 16,230.8149159005584,0.14591004842992472,0.23837571767770713,0.6121011395430828,0.5404708436524567,0.8452513695906092,229,272,233,238,234,178
ENSG00000130479,MAP1S,55201,microtubule associated protein 1S,3467.5977350328435,0.05309667650091778,0.0867671274019574,0.6119446164783365,0.5405744010498112,0.8452513695906092,3650,3706,2802,3515,3827,3440
ENSG00000135778,NTPCR,84284,"nucleoside-triphosphatase, cancer-related",1077.4092807031489,-0.08294855334212359,0.13520708916094393,-0.6134926345717396,0.5395506514233582,0.8452513695906092,1176,1308,829,1016,1037,1159
ENSG00000150433,TMEM218,219854,transmembrane protein 218,192.96322785002232,-0.11427827705283822,0.18619584669034284,-0.6137530943044678,0.539378497254125,0.8452513695906092,192,222,144,202,204,205
ENSG00000167130,DOLPP1,57171,dolichyldiphosphatase 1,623.3900681888184,0.11814144460475533,0.19281931401184937,0.612705450230443,0.5400711181015905,0.8452513695906092,692,769,468,483,741,634
ENSG00000167977,KCTD5,54442,potassium channel tetramerization domain containing 5,2018.1049839721911,0.12187884067989092,0.19915000818709913,0.611995157767642,0.5405409612872367,0.8452513695906092,1720,1696,1885,2184,2479,2136
ENSG00000174485,DENND4A,10260,DENN domain containing 4A,5143.656627249009,-0.09528969083509822,0.15568150358204086,-0.6120810028333429,0.5404841657671351,0.8452513695906092,5271,7085,3858,5041,5369,4629
ENSG00000178035,IMPDH2,3615,inosine monophosphate dehydrogenase 2,10827.027857952511,0.04828945607000481,0.0788020512759087,0.6127944043097242,0.5400122912927352,0.8452513695906092,11336,11416,9275,10843,11284,11072
ENSG00000187583,PLEKHN1,84069,pleckstrin homology domain containing N1,135.08017000886048,-0.18526901852388533,0.3024396934021234,-0.6125816900546579,0.5401529680932217,0.8452513695906092,102,133,101,135,166,181
ENSG00000229644,NAMPTP1,646309,nicotinamide phosphoribosyltransferase pseudogene 1,843.8180164945362,0.22687551459304414,0.370526107487046,0.6123064205427844,0.5403350425025273,0.8452513695906092,1103,800,428,489,1193,1153
ENSG00000242294,NA,NA,NA,132.038933291348,-0.15894931422586214,0.25937378857994575,-0.6128194953549434,0.5399956987479235,0.8452513695906092,113,141,110,123,138,172
ENSG00000162775,RBM15,64783,RNA binding motif protein 15,2764.373182818933,-0.09165065014328451,0.14993803154210464,-0.6112568585879278,0.541029546835832,0.8458349253348924,2481,2661,2353,2939,2907,3298
ENSG00000101199,ARFGAP1,55738,ADP ribosylation factor GTPase activating protein 1,1833.3348202581353,0.058597985351623805,0.09606718114020178,0.6099688224025757,0.5418824607183219,0.846911830733571,2005,2020,1511,1796,1918,1816
ENSG00000288859,H2AC19,723790,H2A clustered histone 19,219.7052531519782,-0.20451050776281143,0.3352456920700129,-0.6100317247927568,0.541840792335186,0.846911830733571,149,206,144,286,309,240
ENSG00000103160,HSDL1,83693,hydroxysteroid dehydrogenase like 1,386.7387187789882,0.15498240174184352,0.25427373644686,0.6095100654417483,0.5421864030909849,0.8470929115968782,368,426,424,431,369,289
ENSG00000112290,WASF1,8936,WASP family member 1,425.77345327435796,-0.10657095789489852,0.17491577392927105,-0.6092701389983934,0.5423453965221356,0.8470929115968782,465,472,316,401,413,511
ENSG00000131401,NAPSB,256236,"napsin B aspartic peptidase, pseudogene",582.2578198629681,0.6743135249371619,1.1062134678230684,0.6095690791616849,0.5421472996933075,0.8470929115968782,531,248,153,127,1528,1022
ENSG00000165948,IFI27L1,122509,interferon alpha inducible protein 27 like 1,305.94899512877527,0.12417871022376292,0.2038474356094087,0.6091747480292138,0.5424086162603279,0.8470929115968782,311,280,240,288,382,347
ENSG00000198755,RPL10A,4736,ribosomal protein L10a,20805.49460878916,-0.062135601752586735,0.10198525537747676,-0.6092606379481524,0.5423516931160252,0.8470929115968782,21152,22281,17424,22952,20321,21229
ENSG00000072210,ALDH3A2,224,aldehyde dehydrogenase 3 family member A2,497.65201980240977,0.16003314427543502,0.26356432941013713,0.6071881754014011,0.5437260386004927,0.8475164141737461,495,733,455,384,571,375
ENSG00000077684,JADE1,79960,jade family PHD finger 1,803.8522711230119,-0.1052609270145073,0.17296702615815032,-0.60856065663211,0.5428156892357998,0.8475164141737461,909,812,556,887,800,903
ENSG00000106397,PLOD3,8985,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",1764.7815867779789,0.0908991820555803,0.1497958644124561,0.6068203712573368,0.5439701274091917,0.8475164141737461,1761,1581,1582,1902,1923,1844
ENSG00000115902,SLC1A4,6509,solute carrier family 1 member 4,3709.792268362792,-0.1956613768988676,0.32216058717030327,-0.6073411357281746,0.5436245443601556,0.8475164141737461,3076,4945,4102,4945,2531,2536
ENSG00000135040,NAA35,60560,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",171.14602021176034,0.2236918575591151,0.3679772550310188,0.6078958807936619,0.5432565317588619,0.8475164141737461,220,102,121,213,201,173
ENSG00000141655,TNFRSF11A,8792,TNF receptor superfamily member 11a,2531.1600639164267,0.10363182786643647,0.17040916917193455,0.608135280337392,0.5430977547020315,0.8475164141737461,2495,2396,1899,2368,3300,2864
ENSG00000141994,DUS3L,56931,dihydrouridine synthase 3 like,202.84604548865036,0.19158805137697962,0.31503844342701753,0.6081418168934145,0.5430934197834649,0.8475164141737461,216,274,216,191,186,133
ENSG00000163596,ICA1L,130026,islet cell autoantigen 1 like,123.82195520398496,-0.2571058698636897,0.42265379322885843,-0.6083131725839548,0.5429797861238628,0.8475164141737461,162,206,87,130,78,91
ENSG00000164951,PDP1,54704,pyruvate dehydrogenase phosphatase catalytic subunit 1,576.5636144042803,-0.11286694025952938,0.18600802617452378,-0.6067853230893968,0.5439933895490886,0.8475164141737461,584,768,496,602,517,515
ENSG00000167393,PPP2R3B,28227,protein phosphatase 2 regulatory subunit B''beta,427.92931584859804,0.2301073732989288,0.37922287607077143,0.6067866360888673,0.5439925180772891,0.8475164141737461,676,608,282,228,401,417
ENSG00000167840,ZNF232,7775,zinc finger protein 232,219.41138775721916,0.13684814962740052,0.22526523343792465,0.6074978705718083,0.5435205553830857,0.8475164141737461,231,285,188,176,249,199
ENSG00000182378,PLCXD1,55344,phosphatidylinositol specific phospholipase C X domain containing 1,3107.556485943634,-0.22724988802387663,0.37411102792510426,-0.6074396931954951,0.5435591532125273,0.8475164141737461,1830,2135,3520,4872,2688,3328
ENSG00000185049,NELFA,7469,negative elongation factor complex member A,2509.280094821069,-0.07931788972738026,0.13069382474497676,-0.6068985270126839,0.5439182557201545,0.8475164141737461,2416,2453,2045,2739,2617,2853
ENSG00000197563,PIGN,23556,phosphatidylinositol glycan anchor biosynthesis class N,1461.6123054347797,0.0690750637810056,0.11360668996857681,0.6080193323131895,0.5431746520712298,0.8475164141737461,1432,1629,1349,1358,1537,1489
ENSG00000211450,SELENOH,280636,selenoprotein H,2210.3013606929558,-0.07651000303967122,0.12600374177317866,-0.6072042144383147,0.5437153957261158,0.8475164141737461,1964,2421,1877,2133,2388,2554
ENSG00000257365,FNTB,2342,"farnesyltransferase, CAAX box, beta",532.6277463295075,-0.10348099415642055,0.17034950473283417,-0.60746284128453365,0.5435437954299092,0.8475164141737461,589,563,429,566,468,596
ENSG00000132952,USPL1,10208,ubiquitin specific peptidase like 1,708.9413375381041,0.07823407470074524,0.1289901648885949,0.6065119365365085,0.5441748584154309,0.8476712031722489,775,717,604,731,732,709
ENSG00000110713,NUP98,4928,nucleoporin 98 and 96 precursor,2493.1094025142997,0.0744860331292204,0.12289414692144118,0.6060991104550718,0.5444489416518756,0.8478457431402163,2555,2918,2289,2451,2533,2259
ENSG00000187742,SECISBP2,79048,SECIS binding protein 2,1082.2506172018457,0.07619881311954145,0.12572075057844406,0.6060957540338326,0.5444511703261159,0.8478457431402163,1175,1231,864,949,1198,1131
ENSG00000184009,ACTG1,71,actin gamma 1,137651.6634286044,0.05676958396639318,0.09370767403463642,0.6058157408261984,0.5446371159401974,0.847931545018081,145109,153588,119244,141133,142013,128347
ENSG00000243199,RPL6P10,642828,ribosomal protein L6 pseudogene 10,149.90104312117762,0.16055022558381185,0.2650369691715171,0.6057653997692403,0.5446705487760239,0.847931545018081,183,140,101,142,182,161
ENSG00000147570,DNAJC5B,85479,DnaJ heat shock protein family (Hsp40) member C5 beta,199.94048828866843,-0.2577461927030394,0.42567398782473204,-0.6055013932614656,0.5448458992173713,0.8480098750646656,193,298,206,263,114,124
ENSG00000158636,EMSY,56946,"EMSY transcriptional repressor, BRCA2 interacting",1243.4408915929657,-0.06560517133579427,0.1083590831413574,-0.6054422890438315,0.5448851594792141,0.8480098750646656,1259,1478,1028,1191,1233,1324
ENSG00000131746,TNS4,84951,tensin 4,606.8473520465698,-0.07968585053479889,0.1316656069468636,-0.6052138624702331,0.5450369061398639,0.8481181763765172,622,699,502,649,584,606
ENSG00000061656,SPAG4,6676,sperm associated antigen 4,175.8730178195169,-0.158536853798487,0.2620854155512208,-0.6049052880911006,0.5452419293132384,0.8482053212673286,148,192,173,213,153,174
ENSG00000169905,TOR1AIP2,163590,torsin 1A interacting protein 2,2030.6901955317903,0.09774692868947457,0.16159662441480388,0.6048822433231469,0.5452572422677509,0.8482053212673286,2475,2498,1608,1842,2030,1838
ENSG00000058799,YIPF1,54432,Yip1 domain family member 1,816.0208631640069,-0.10673833652309589,0.1765832671187655,-0.6044646147095373,0.5455347881381514,0.8482535951122362,698,788,706,960,866,889
ENSG00000168566,SNRNP48,154007,small nuclear ribonucleoprotein U11/U12 subunit 48,720.0303618241394,-0.09785645830097466,0.1618352842984397,-0.6046670151394056,0.5454002689575939,0.8482535951122362,599,801,668,761,732,768
ENSG00000174444,RPL4,6124,ribosomal protein L4,63665.97352946612,-0.06140399282743127,0.10156413923461652,-0.6045834020764554,0.5454558377962877,0.8482535951122362,61877,65118,51931,66575,67005,71514
ENSG00000184574,LPAR5,57121,lysophosphatidic acid receptor 5,364.2614900866219,-0.17388211466218362,0.28775204217466704,-0.604277604245937,0.5456590934830792,0.8483190997026847,423,579,273,350,297,294
ENSG00000130312,MRPL34,64981,mitochondrial ribosomal protein L34,1501.1899668807378,-0.07405194294365279,0.12260079276185894,-0.6040086795155726,0.5458378716426409,0.8484692589921671,1498,1921,1207,1444,1541,1480
ENSG00000014641,MDH1,4190,malate dehydrogenase 1,272.9294637507691,-0.28837649691007416,0.47775274491124864,-0.6036103402475383,0.5461027365084183,0.8484976744395548,220,277,213,119,279,546
ENSG00000117713,ARID1A,8289,AT-rich interaction domain 1A,5368.280488164836,-0.054250398788676504,0.08985751214689672,-0.6037380458518523,0.5460178152012305,0.8484976744395548,5515,6428,4215,5200,5590,5551
ENSG00000178966,RMI1,80010,RecQ mediated genome instability 1,1313.2600509176827,-0.11852486313253333,0.19634213410004098,-0.6036649427073156,0.5460664263198474,0.8484976744395548,1495,1873,941,1233,1237,1211
ENSG00000074842,MYDGF,56005,myeloid derived growth factor,2506.8616074728666,0.10045316344428105,0.16646410029422629,0.6034524156663779,0.5462077617974674,0.8485331414650499,2400,2496,1959,2202,3234,2879
ENSG00000177853,ZNF518A,9849,zinc finger protein 518A,1052.933454753291,0.10994772302229142,0.1823157935363164,0.6030619777347505,0.5464674594375091,0.8488088449854659,1302,1286,826,1020,1057,881
ENSG00000121775,TMEM39B,55116,transmembrane protein 39B,600.0821684177117,-0.10753730598604981,0.17837880516677024,-0.6028592123683687,0.5466023518325176,0.8488906390803489,524,648,562,583,571,717
ENSG00000112294,ALDH5A1,7915,aldehyde dehydrogenase 5 family member A1,435.3065202792093,-0.15433739990167059,0.2560891566294818,-0.6026705774386653,0.5467278585703971,0.8489578345400435,471,650,354,454,365,344
ENSG00000131503,ANKHD1,54882,ankyrin repeat and KH domain containing 1,5168.513459459751,-0.08398990311772869,0.13943315893580374,-0.6023667810351939,0.546930017065125,0.8491440165683991,4481,5434,4794,5517,5139,5677
ENSG00000013523,ANGEL1,23357,angel homolog 1,830.3957013163096,0.08628408314006177,0.14429055353155232,0.5979884408801152,0.5498476459086807,0.8498813058255171,909,988,710,702,861,845
ENSG00000059588,TARBP1,6894,TAR (HIV-1) RNA binding protein 1,1537.9052254509263,0.10172815700595572,0.1701710668048755,0.5977993728076055,0.5499738092221961,0.8498813058255171,1895,1823,1165,1274,1590,1574
ENSG00000072571,HMMR,3161,hyaluronan mediated motility receptor,3271.6351922666117,-0.058159639052864434,0.09720148551741682,-0.5983410515104035,0.5496123903210574,0.8498813058255171,3406,3864,2627,3385,3271,3223
ENSG00000081181,ARG2,384,arginase 2,6514.5646103423205,0.09671918583797542,0.16118877840085463,0.6000367196620098,0.5484817639801464,0.8498813058255171,6011,5739,6122,7006,7293,6871
ENSG00000084234,APLP2,334,amyloid beta precursor like protein 2,3112.032267986306,0.09415126011125165,0.15681132947710133,0.600411082701778,0.5482323035517459,0.8498813058255171,2834,2817,2889,3219,3560,3353
ENSG00000090905,TNRC6A,27327,trinucleotide repeat containing adaptor 6A,522.9783165311593,0.10524069658702097,0.17540185673821276,0.599997620002921,0.5485078216484428,0.8498813058255171,469,626,498,468,597,491
ENSG00000128311,TST,7263,thiosulfate sulfurtransferase,129.93437304394624,0.21855613684533928,0.3643757737909201,0.5998097364473727,0.5486330437308777,0.8498813058255171,96,151,163,131,136,95
ENSG00000132128,LRRC41,10489,leucine rich repeat containing 41,1448.9809520706388,-0.12315113311640115,0.20543397775295955,-0.5994681817654042,0.5488607218771941,0.8498813058255171,1333,2048,962,1372,1787,1349
ENSG00000132356,PRKAA1,5562,protein kinase AMP-activated catalytic subunit alpha 1,2382.8250641051613,-0.07378545588811125,0.12313333261076909,-0.5992321845243233,0.5490180633515669,0.8498813058255171,2557,2979,1855,2387,2336,2316
ENSG00000134717,BTF3L4,91408,basic transcription factor 3 like 4,936.8189256775265,0.10486614939093547,0.1753606743422035,0.5980026581461295,0.5498381594398353,0.8498813058255171,1116,1154,817,836,875,853
ENSG00000146918,NCAPG2,54892,non-SMC condensin II complex subunit G2,5720.592651206552,-0.05175192555406148,0.08631897523660298,-0.5995428631098534,0.5488109357919211,0.8498813058255171,5475,6677,4904,5672,5867,5923
ENSG00000149761,NUDT22,84304,nudix hydrolase 22,1356.2311067243813,-0.08855284350123616,0.14785777698447214,-0.598905551721746,0.5492358690779684,0.8498813058255171,1273,1339,1041,1422,1517,1604
ENSG00000151500,THYN1,29087,thymocyte nuclear protein 1,1721.5018285706622,-0.0618410538242338,0.10307048457797871,-0.5999879992554756,0.5485142334155984,0.8498813058255171,1661,1926,1489,1708,1716,1876
ENSG00000160223,ICOSLG,23308,inducible T cell costimulator ligand,1291.3133564731625,-0.15534524822223544,0.2595511441276958,-0.5985149814859132,0.5494963655885448,0.8498813058255171,1370,1706,719,978,1533,1609
ENSG00000163719,MTMR14,64419,myotubularin related protein 14,1944.3994181681937,-0.0564513063481877,0.09419145199801937,-0.5993251526622049,0.5489560780046638,0.8498813058255171,1900,2208,1572,2065,2064,1939
ENSG00000163798,SLC4A1AP,22950,solute carrier family 4 member 1 adaptor protein,2341.343565862248,0.05410958308762646,0.09029183527906147,0.5992743742597775,0.5489899334434352,0.8498813058255171,2471,2564,1942,2379,2516,2257
ENSG00000164742,ADCY1,107,adenylate cyclase 1,326.68314247544436,-0.211061628052111,0.35277795245093985,-0.5982846336789228,0.5496500279676255,0.8498813058255171,262,206,290,400,318,477
ENSG00000165006,UBAP1,51271,ubiquitin associated protein 1,2906.561692468757,-0.07842244359177576,0.1305342880203448,-0.600780413951873,0.5479862510449656,0.8498813058255171,2611,3108,2620,3243,2910,2982
ENSG00000165424,ZCCHC24,219654,zinc finger CCHC-type containing 24,367.29111959492354,0.16284962873384098,0.27217633665068214,0.5983239789976534,0.54962377965703,0.8498813058255171,288,322,307,341,540,419
ENSG00000166387,PPFIBP2,8495,PPFIA binding protein 2,477.1302676133779,-0.29435269323666136,0.4916752435624757,-0.5986730002997575,0.5493909653009588,0.8498813058255171,662,928,351,495,221,252
ENSG00000167515,TRAPPC2L,51693,trafficking protein particle complex subunit 2L,758.0103188650913,0.07566513428161946,0.12658777398712998,0.597728610737023,0.5500210317415233,0.8498813058255171,817,793,633,800,809,717
ENSG00000168297,PXK,54899,PX domain containing serine/threonine kinase like,2700.145385257782,0.08887795757617939,0.14802532492094247,0.6004239992288308,0.5482236974995982,0.8498813058255171,2396,2672,2439,2542,3226,2973
ENSG00000173611,SCAI,286205,suppressor of cancer cell invasion,154.62189124829212,-0.13238431789987454,0.220580406881047,-0.6001635402334977,0.5483972495890665,0.8498813058255171,147,163,119,155,163,188
ENSG00000175197,DDIT3,1649,DNA damage inducible transcript 3,535.5702962552033,-0.19959993419741862,0.3323821629572885,-0.6005133741880951,0.5481641503832542,0.8498813058255171,378,452,356,505,735,826
ENSG00000181284,TMEM102,284114,transmembrane protein 102,903.1304083390088,-0.06903854705427559,0.11521440439656476,-0.5992180180582876,0.5490275089693879,0.8498813058255171,876,1020,757,977,919,899
ENSG00000198933,TBKBP1,9755,TBK1 binding protein 1,749.445952329762,0.08898237855715194,0.14877544505815923,0.5980985539809138,0.5497741750636507,0.8498813058255171,858,752,645,707,734,814
ENSG00000225648,NA,NA,NA,355.2251483012435,0.14383338640942192,0.24002984159883609,0.5992312682929312,0.5490186742546097,0.8498813058255171,400,372,233,288,469,400
ENSG00000227507,LTB,4050,lymphotoxin beta,106.97656296980593,0.5266021573751523,0.8754975930593114,0.6014889835790527,0.5475143470807025,0.8498813058255171,34,17,222,166,82,83
ENSG00000228409,NA,NA,NA,119.03371482198379,-0.2608375539705379,0.4364013672269731,-0.5977010466946495,0.5500394269321205,0.8498813058255171,75,97,82,108,161,199
ENSG00000250571,GLI4,2738,GLI family zinc finger 4,236.66888328197217,-0.1831974937119979,0.305858122332593,-0.5989623303604382,0.5491980048092303,0.8498813058255171,156,243,248,300,225,241
ENSG00000259112,NDUFC2-KCTD14,100532726,NDUFC2-KCTD14 readthrough,209.50114460474887,0.15321578062387187,0.25519171847069677,0.6003947994161314,0.5482431529103433,0.8498813058255171,242,223,214,216,175,182
ENSG00000266173,STRADA,92335,STE20 related adaptor alpha,1413.520834356882,-0.08769337949955283,0.145886114040439,-0.601108474760282,0.5477677391363811,0.8498813058255171,1354,1853,1178,1450,1436,1280
ENSG00000129566,TEP1,7011,telomerase associated protein 1,913.7475622332396,-0.1527164016439002,0.25570574555852693,-0.5972349245040561,0.5503505449926377,0.8500763236520484,744,748,731,930,1039,1314
ENSG00000132589,FLOT2,2319,flotillin 2,7853.8307092909145,-0.07894142333706707,0.13219878081638878,-0.5971418408669669,0.5504126850034188,0.8500763236520484,7955,9408,6830,8591,7233,7309
ENSG00000196155,PLEKHG4,25894,pleckstrin homology and RhoGEF domain containing G4,653.4876786488907,0.0932055950162416,0.15605418837896462,0.5972642963603102,0.5503309378867789,0.8500763236520484,739,705,493,571,741,709
ENSG00000104218,CSPP1,79848,centrosome and spindle pole associated protein 1,265.93897787243105,-0.14814038486727968,0.24827060166794648,-0.5966891926471923,0.5507149094197372,0.8501890741126787,313,375,178,263,247,244
ENSG00000118046,STK11,6794,serine/threonine kinase 11,1567.921457056416,0.07662387062673276,0.128393343155099,0.5967900573643543,0.5506475569385743,0.8501890741126787,1512,1733,1345,1363,1817,1696
ENSG00000162604,TM2D1,83941,TM2 domain containing 1,764.3371795569923,-0.07992247701913402,0.13394923146325452,-0.5966624529761387,0.5507327655324501,0.8501890741126787,791,889,646,810,710,763
ENSG00000122591,HYCC1,84668,hyccin PI4KA lipid kinase complex subunit 1,1639.1855207311337,0.11391550315765199,0.19096845180205788,0.59651477551762,0.5508313861379666,0.8502141745069122,1516,1847,1702,1762,1656,1327
ENSG00000058085,LAMC2,3918,laminin subunit gamma 2,295.2826723272396,0.673130840186271,1.1290927339218573,0.5961696678785441,0.5510618866277157,0.850442794985485,232,112,96,58,790,538
ENSG00000167528,ZNF641,121274,zinc finger protein 641,847.8804237418308,0.09073110957732555,0.15224204027120308,0.5959661957741612,0.5511978096989294,0.8505254094950744,869,1055,689,762,991,770
ENSG00000010610,CD4,920,CD4 molecule,18306.85488223317,-0.09631866102693688,0.16167385916217553,-0.595759027007077,0.5513362191434191,0.8506118353336595,16009,16998,16168,20512,18848,21426
ENSG00000055044,NOP58,51602,NOP58 ribonucleoprotein,189.1180828065057,0.17450239955517685,0.2943027417646329,0.5929350114404787,0.5532246458927769,0.8507477354651694,212,214,202,136,158,209
ENSG00000066230,SLC9A3,6550,solute carrier family 9 member A3,680.0866730294276,-0.1152165425442909,0.19410709347070482,-0.5935720353346061,0.5527983895409366,0.8507477354651694,609,615,589,756,686,831
ENSG00000082153,BZW1,9689,basic leucine zipper and W2 domains 1,14163.443196701868,-0.06519975770225034,0.10955722314715133,-0.5951205756162472,0.5517628759251741,0.8507477354651694,14725,16182,10298,13611,15449,15641
ENSG00000097096,SYDE2,84144,synapse defective Rho GTPase homolog 2,140.69846782872398,0.17713405088610862,0.2979161751742041,0.5945768160541498,0.5521263810231767,0.8507477354651694,167,124,92,125,182,164
ENSG00000100258,LMF2,91289,lipase maturation factor 2,2190.589376974114,0.0734605228254674,0.12340984544596106,0.5952565823253902,0.5516719733672251,0.8507477354651694,2142,2252,1842,1997,2547,2438
ENSG00000114439,BBX,56987,BBX high mobility group box domain containing,2038.5279869365345,0.13264087478518466,0.22295042794967382,0.5949343807275644,0.5518873345973392,0.8507477354651694,1564,1861,1909,2299,2704,1902
ENSG00000119522,DENND1A,57706,DENN domain containing 1A,1347.5041139838195,-0.08163769060955456,0.13758486543578632,-0.5933624338038587,0.5529386239289116,0.8507477354651694,1252,1341,1144,1508,1391,1475
ENSG00000119760,SUPT7L,9913,"SPT7 like, STAGA complex subunit gamma",1027.4431640638445,0.06193571787118251,0.10424758653547396,0.5941213598274208,0.5524309455073128,0.8507477354651694,1032,1101,859,989,1159,1061
ENSG00000126091,ST3GAL3,6487,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3",429.4240481438652,-0.08021498078718232,0.1352761718148661,-0.5929719899004944,0.5531998978278366,0.8507477354651694,428,470,339,447,446,465
ENSG00000133627,ACTR3B,57180,actin related protein 3B,226.1687293091484,0.18603949513231607,0.31362600397399304,0.5931889982813514,0.5530546745530668,0.8507477354651694,197,177,257,194,231,288
