gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,D1_B7C2_Il8,D1_B7C2_no,D2_B7C2_Il8,D2_B7C2_no,D3_B7C2_Il8,D3_B7C2_no
ENSG00000135596,MICAL1,64780,"microtubule associated monooxygenase, calponin and LIM domain containing 1",3068.1994326733316,-0.08849719636219348,0.10870052275884085,-0.8141377255243772,0.41556605600530633,0.9999578066363455,2890,3947,3337,2907,2730,2781
ENSG00000135597,REPS1,85021,RALBP1 associated Eps domain containing 1,2152.3673979696505,-0.018897210913684077,0.09309687739141721,-0.20298436900555217,0.8391472496159302,0.9999578066363455,2008,2601,2428,2067,2012,1914
ENSG00000135604,STX11,8676,syntaxin 11,1552.8525709322757,0.03953188905566258,0.09458362668217905,0.41795700209823916,0.6759785548985189,0.9999578066363455,1436,1750,1717,1377,1587,1510
ENSG00000135605,TEC,7006,tec protein tyrosine kinase,136.77839755849965,0.11008575389562143,0.3164466627549123,0.3478809128124153,0.7279296203864034,0.9999578066363455,156,200,160,111,111,96
ENSG00000135617,PRADC1,84279,protease associated domain containing 1,173.1129625082937,-0.0957948973319795,0.24053717794893817,-0.398254016900103,0.6904429521747946,0.9999578066363455,152,166,202,204,152,165
ENSG00000135622,SEMA4F,10505,ssemaphorin 4F,262.42513029708783,0.14386403725388533,0.15430930279187888,0.9323095539347919,0.35117657167972866,0.9999578066363455,251,292,294,231,284,233
ENSG00000135624,CCT7,10574,chaperonin containing TCP1 subunit 7,839.2120684154505,0.11022144367636301,0.13899185762065913,0.7930064793952375,0.42777404774953864,0.9999578066363455,778,868,902,736,938,830
ENSG00000135631,RAB11FIP5,26056,RAB11 family interacting protein 5,2374.6449745904642,-0.07912395044024237,0.21057128890116125,-0.375758494204696,0.7070964470586154,0.9999578066363455,1732,2219,2958,2823,2346,2241
ENSG00000135632,SMYD5,10322,SMYD family member 5,859.2778351987428,0.03235635138282827,0.13506403430366645,0.2395630454076398,0.8106690160761271,0.9999578066363455,810,1022,863,767,932,792
ENSG00000135636,DYSF,8291,dysferlin,16.31368820081892,-0.4667943534640543,0.7680172761306451,-0.6077914754936441,0.5433257837653465,0.9999578066363455,23,32,9,15,8,12
ENSG00000135637,CCDC142,84865,coiled-coil domain containing 142,214.17002290608323,0.01401725049206972,0.191351537915742,0.07325392126318812,0.941604058640276,0.9999578066363455,194,282,253,188,204,182
ENSG00000135643,KCNMB4,27345,potassium calcium-activated channel subfamily M regulatory beta subunit 4,51.32934623308104,0.11338039241551813,0.33270668268004533,0.34078183071709706,0.7332678295975039,0.9999578066363455,45,48,61,53,55,47
ENSG00000135655,USP15,9958,ubiquitin specific peptidase 15,2003.690387603166,0.07235015165811896,0.23953207629128237,0.30204786255907434,0.7626155767921403,0.9999578066363455,2216,2543,1690,1395,2184,2033
ENSG00000135677,GNS,2799,glucosamine (N-acetyl)-6-sulfatase,2674.413905093266,-0.0658485000698658,0.1285962975088905,-0.5120559560846871,0.6086118482474614,0.9999578066363455,2144,3020,3330,2718,2473,2526
ENSG00000135678,CPM,1368,carboxypeptidase M,1863.3053855805963,0.13660102640473198,0.3334572986241849,0.40965073179785133,0.6820621762286082,0.9999578066363455,1468,1581,1684,1266,2686,2445
ENSG00000135679,MDM2,4193,MDM2 proto-oncogene,2994.6726525331364,0.043442920601673346,0.17482842965606918,0.24848887956687782,0.8037561731390607,0.9999578066363455,2714,2971,3221,2449,3209,3437
ENSG00000135686,KLHL36,79786,kelch like family member 36,1989.1707903326733,0.0019256154796107748,0.14707086909347308,0.013093112806635563,0.9895535059126436,0.9999578066363455,1570,2093,2500,2050,1982,1844
ENSG00000135697,BCO1,53630,beta-carotene oxygenase 1,13.277560959903722,0.2532703873823212,0.7063752731740368,0.3585493391413213,0.7199322514633857,0.9999578066363455,9,15,26,9,10,13
ENSG00000135698,MPHOSPH6,10200,M-phase phosphoprotein 6,845.2275290447916,0.055969546186460176,0.1332724970742844,0.41996321382995816,0.6745123271336624,0.9999578066363455,843,998,898,699,845,821
ENSG00000135709,KIAA0513,9764,KIAA0513,487.2318256285231,0.04394132552486963,0.24057147148382868,0.18265393337723082,0.8550695634080298,0.9999578066363455,471,546,453,347,553,559
ENSG00000135720,DYNC1LI2,1783,dynein cytoplasmic 1 light intermediate chain 2,1750.4533483816488,0.04058299690700159,0.09783898499054026,0.41479372369741396,0.6782929145473744,0.9999578066363455,1602,2036,2010,1701,1744,1500
ENSG00000135722,FBXL8,55336,F-box and leucine rich repeat protein 8,547.2039590457456,-0.041083392310619075,0.14530872547697515,-0.282731764219685,0.7773824649517842,0.9999578066363455,445,630,619,565,567,485
ENSG00000135723,FHOD1,29109,formin homology 2 domain containing 1,2928.2065434004207,0.010534194990618138,0.16479648448460985,0.06392244970251118,0.9490319765548673,0.9999578066363455,2760,3444,2768,2381,3259,3028
ENSG00000135736,CCDC102A,92922,coiled-coil domain containing 102A,783.1976515372684,-0.047801228483727684,0.18463572839162423,-0.2588947919242272,0.7957164166709282,0.9999578066363455,769,1108,764,671,773,667
ENSG00000135740,SLC9A5,6553,solute carrier family 9 member A5,32.70947353012541,-0.0406795956922689,0.549663330945505,-0.07400820357125475,0.9410038576584023,0.9999578066363455,21,52,45,35,33,16
ENSG00000135749,PCNX2,80003,pecanex 2,132.53665308105613,0.2517811553281795,0.4078510938142418,0.6173359815552064,0.5370131383994095,0.9999578066363455,97,79,214,148,132,129
ENSG00000135750,KCNK1,3775,potassium two pore domain channel subfamily K member 1,281.80746554692485,-1.0009151748783463e-4,0.4177787197692478,-2.3958021974675566e-4,0.999808842643419,0.9999578066363455,151,177,360,354,351,296
ENSG00000135763,URB2,9816,URB2 ribosome biogenesis homolog,707.2027570013591,0.05960544963883013,0.29969983940769657,0.19888382241588684,0.842353624562943,0.9999578066363455,839,1029,573,455,722,656
ENSG00000135766,EGLN1,54583,egl-9 family hypoxia inducible factor 1,4054.0367247223107,-0.006208801489707218,0.15443529327013242,-0.04020325508656247,0.967931082546101,0.9999578066363455,3307,4278,5246,4353,3762,3604
ENSG00000135775,COG2,22796,component of oligomeric golgi complex 2,1218.6324005050133,-0.1295948826658714,0.11507230002899752,-1.1262039833497226,0.26007918785607714,0.9999578066363455,1140,1530,1219,1116,1135,1222
ENSG00000135776,ABCB10,23456,ATP binding cassette subfamily B member 10,1624.6850843075076,0.016846512365079586,0.09177890522723349,0.18355538588491174,0.8543622652383678,0.9999578066363455,1495,1779,1878,1590,1559,1510
ENSG00000135778,NTPCR,84284,"nucleoside-triphosphatase, cancer-related",956.3685330145428,-0.03324654630349747,0.1544712103723984,-0.21522810770593997,0.8295894776242683,0.9999578066363455,1022,1154,941,893,862,890
ENSG00000135801,TAF5L,27097,TATA-box binding protein associated factor 5 like,1269.7508792741744,-0.15811393401003654,0.12320243157654823,-1.283366991923346,0.19936353242527582,0.9999578066363455,1194,1627,1330,1290,1087,1155
ENSG00000135821,GLUL,2752,glutamate-ammonia ligase,18107.413745687572,-0.10200100491548338,0.2672990065905238,-0.3815988926279065,0.7027589057399602,0.9999578066363455,18480,25951,23148,18690,11339,12958
ENSG00000135823,STX6,10228,syntaxin 6,2521.710487132648,-0.05389230898236425,0.1385087094405435,-0.38908967674338313,0.6972098097598365,0.9999578066363455,1999,2611,2910,2529,2586,2579
ENSG00000135828,RNASEL,6041,ribonuclease L,356.9648511724946,-0.14199067894223105,0.1786495562154937,-0.7948000652795165,0.4267298130228942,0.9999578066363455,320,480,371,372,331,291
ENSG00000135829,DHX9,1660,DExH-box helicase 9,8892.899584098132,0.03028331026750897,0.19753855646611587,0.15330328827579298,0.878159107659877,0.9999578066363455,9854,12252,8572,6772,8361,8023
ENSG00000135837,CEP350,9857,centrosomal protein 350,4012.6856389106356,0.08109256944606258,0.12009142272884323,0.6752569634316272,0.4995125214032821,0.9999578066363455,3443,4091,4933,3986,4123,3665
ENSG00000135838,NPL,80896,N-acetylneuraminate pyruvate lyase,134.35989933147255,-0.1935527219137678,0.48416433124828867,-0.3997665863049921,0.6893284433920894,0.9999578066363455,165,231,87,66,116,149
ENSG00000135842,NIBAN1,116496,niban apoptosis regulator 1,4649.621835543358,-0.0028418536300257534,0.2177120606742907,-0.01305326687563407,0.9895852956491176,0.9999578066363455,3969,5109,6516,5358,3710,3587
ENSG00000135845,PIGC,5279,phosphatidylinositol glycan anchor biosynthesis class C,579.5499584151811,-0.1417124967841812,0.1251278658430484,-1.132541467317403,0.2574068610090964,0.9999578066363455,509,676,659,583,498,579
ENSG00000135862,LAMC1,3915,laminin subunit gamma 1,116.77021948624848,0.3402212694234809,0.2666479053641273,1.2759195275090716,0.20198396736602145,0.9999578066363455,142,136,144,90,106,89
ENSG00000135870,RC3H1,149041,ring finger and CCCH-type domains 1,1136.386126556365,0.05222968542958573,0.11574445864502968,0.4512499867468048,0.6518093864031889,0.9999578066363455,1039,1366,1368,1072,1092,957
ENSG00000135898,GPR55,9290,G protein-coupled receptor 55,535.0698183489438,-0.05796843787133382,0.36230967734276126,-0.1599969349328008,0.872883488683718,0.9999578066363455,313,416,837,705,474,494
ENSG00000135899,SP110,3431,SP110 nuclear body protein,4463.057768985011,0.056653058241650824,0.275878001762719,0.2053554755350801,0.8372944042733357,0.9999578066363455,5385,6107,3689,2838,4379,4506
ENSG00000135900,MRPL44,65080,mitochondrial ribosomal protein L44,2030.4110477614793,-0.03316659441237441,0.08239734898645923,-0.4025201638201351,0.6873012518478783,0.9999578066363455,1826,2301,2208,1935,2012,1974
ENSG00000135905,DOCK10,55619,dedicator of cytokinesis 10,3648.7082468599815,0.19271517383925785,0.19661561527940005,0.9801620973257923,0.3270061106939487,0.9999578066363455,2904,3147,4386,3544,4490,3483
ENSG00000135912,TTLL4,9654,tubulin tyrosine ligase like 4,1265.2878544285663,-0.028083973085651394,0.1605067690586007,-0.1749706461002775,0.861102698764692,0.9999578066363455,1295,1677,1245,1070,1208,1160
ENSG00000135913,USP37,57695,ubiquitin specific peptidase 37,2208.977519357521,0.14385302162828612,0.09042444107001939,1.5908643716901139,0.1116401022377909,0.9999578066363455,2009,2489,2722,1965,2284,1918
ENSG00000135919,SERPINE2,5270,serpin family E member 2,1654.2237630941854,-0.08349099539540704,0.16353167243234493,-0.5105493887121364,0.6096666229224803,0.9999578066363455,1503,1984,1555,1379,1751,1797
ENSG00000135924,DNAJB2,3300,DnaJ heat shock protein family (Hsp40) member B2,2534.966612925123,-0.04300338330828112,0.15022188059841843,-0.2862657765764508,0.7746745680994611,0.9999578066363455,1963,2755,2757,2385,2824,2616
ENSG00000135925,WNT10A,80326,Wnt family member 10A,164.26157357483706,-0.06682871044840769,0.4340663198593232,-0.15395967710663716,0.8776415294432887,0.9999578066363455,106,125,256,245,134,127
ENSG00000135926,TMBIM1,64114,transmembrane BAX inhibitor motif containing 1,3549.945022457367,-0.005208925790874814,0.1317498693042748,-0.03953647786051962,0.9684626711142102,0.9999578066363455,3098,3728,3695,3302,3863,3676
ENSG00000135930,EIF4E2,9470,eukaryotic translation initiation factor 4E family member 2,3203.2532251536327,-0.03706885190147354,0.1038844037698877,-0.35682788326517256,0.7212206607428997,0.9999578066363455,3105,3996,3402,2888,2995,2991
ENSG00000135931,ARMC9,80210,armadillo repeat containing 9,26.354637582661976,0.5656278205555683,0.7174815533170229,0.7883517254772441,0.43049099966537613,0.9999578066363455,42,23,12,12,37,29
ENSG00000135932,CAB39,51719,calcium binding protein 39,98.78746221995227,-0.023390790452777702,0.41483661239321473,-0.056385549765810145,0.955034668257333,0.9999578066363455,118,84,83,73,89,139
ENSG00000135940,COX5B,1329,cytochrome c oxidase subunit 5B,5521.8058562560045,0.00615239716079044,0.07608544310069898,0.08086168536401571,0.9355519507946404,0.9999578066363455,5252,6188,6162,5159,5251,5316
ENSG00000135945,REV1,51455,REV1 DNA directed polymerase,759.838531114628,-0.02834971463281924,0.10850232443408354,-0.2612820949291462,0.7938749732984172,0.9999578066363455,695,906,817,685,753,737
ENSG00000135951,TSGA10,80705,testis specific 10,50.305531075402875,0.1019299481014642,0.4120718481535548,0.24735964992076076,0.8046298987037084,0.9999578066363455,37,49,70,62,52,35
ENSG00000135953,MFSD9,84804,major facilitator superfamily domain containing 9,175.2528629650567,-0.048291877347268815,0.27932677754228286,-0.1728866733514608,0.8627405070390498,0.9999578066363455,151,274,197,151,173,127
ENSG00000135956,TMEM127,55654,transmembrane protein 127,2417.4794398852005,-0.05504786181653947,0.10043549880841568,-0.5480916854064243,0.5836289494362128,0.9999578066363455,2289,3033,2591,2278,2254,2187
ENSG00000135966,TGFBRAP1,9392,transforming growth factor beta receptor associated protein 1,1344.2783045777946,0.07927051089006698,0.11786906205357263,0.6725302595013251,0.5012461830086287,0.9999578066363455,1364,1629,1489,1197,1298,1156
ENSG00000135968,GCC2,9648,GRIP and coiled-coil domain containing 2,105.09829379288907,0.9418087531484065,0.32726024089188593,2.8778587664107462,0.0040038434862018244,0.9999578066363455,116,113,147,59,154,51
ENSG00000135972,MRPS9,64965,mitochondrial ribosomal protein S9,1374.727989219075,-0.055389711464717696,0.09660492400267946,-0.5733632321182861,0.5663987799156622,0.9999578066363455,1303,1659,1478,1275,1276,1318
ENSG00000135974,C2orf49,79074,chromosome 2 open reading frame 49,725.022117250986,-0.030514965236786318,0.11991284311430611,-0.25447620491908557,0.7991276848691555,0.9999578066363455,649,778,784,703,727,727
ENSG00000135976,ANKRD36,375248,ankyrin repeat domain 36,204.14705632204107,-0.12759644455555605,0.23880817458625375,-0.5343051793625692,0.5931304093955154,0.9999578066363455,180,211,260,209,153,220
ENSG00000135999,EPC2,26122,enhancer of polycomb homolog 2,13.164831422359315,-0.3239330615054013,0.6911711550895095,-0.4686727145947672,0.6393035930491241,0.9999578066363455,12,21,11,17,12,7
ENSG00000136003,ISCU,23479,iron-sulfur cluster assembly enzyme,449.1435005397257,0.11640128866808809,0.1919352914050308,0.6064611037188188,0.5442086036045067,0.9999578066363455,357,489,601,457,465,359
ENSG00000136010,ALDH1L2,160428,aldehyde dehydrogenase 1 family member L2,51.95409204647078,-0.01005895985694606,0.5871218982098737,-0.017132659993803135,0.9863307838250993,0.9999578066363455,36,61,28,34,89,63
ENSG00000136014,USP44,84101,ubiquitin specific peptidase 44,340.33043919291583,-0.0795270473629038,0.3466232520197946,-0.22943367734130612,0.8185318634367018,0.9999578066363455,417,529,258,222,301,331
ENSG00000136021,SCYL2,55681,SCY1 like pseudokinase 2,1715.2513644166909,0.024650876658476997,0.1492743538945905,0.16513805630593528,0.8688353195971915,0.9999578066363455,1725,2101,1734,1371,1721,1705
ENSG00000136026,CKAP4,10970,cytoskeleton associated protein 4,1187.8080243739955,0.08791122326100206,0.1575394185258452,0.5580268359729902,0.5768260592402925,0.9999578066363455,1175,1331,1197,947,1292,1211
ENSG00000136040,PLXNC1,10154,plexin C1,2397.91109781907,0.045390225100289706,0.09766797800001213,0.46474009219566387,0.6421175937008943,0.9999578066363455,2220,2883,2858,2212,2283,2085
ENSG00000136044,APPL2,55198,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2",437.68228138539706,0.003362628682081864,0.31534981599084294,0.01066316995149129,0.9914921825544624,0.9999578066363455,312,422,678,555,361,333
ENSG00000136045,PWP1,11137,"PWP1 homolog, endonuclein",2041.9298266175388,-0.029472835859739897,0.14856131676876314,-0.19838835910168054,0.8427412245328414,0.9999578066363455,2129,2594,2023,1754,1892,1940
ENSG00000136051,WASHC4,23325,WASH complex subunit 4,2167.743016406816,0.08946406595863246,0.14504475833353003,0.6168031646680405,0.5373645643509424,0.9999578066363455,2102,2541,2239,1704,2359,2140
ENSG00000136052,SLC41A2,84102,solute carrier family 41 member 2,816.4091789732685,-0.004093687857450281,0.10365253723220544,-0.0394943333444842,0.9684962713298132,0.9999578066363455,755,945,886,791,813,741
ENSG00000136059,VILL,50853,villin like,290.0290042400751,-0.2433852969388041,0.20579160552231412,-1.1826784494978522,0.23693660822590107,0.9999578066363455,252,416,292,313,256,233
ENSG00000136068,FLNB,2317,filamin B,5884.7783971829185,0.05844857046940199,0.13506192439801906,0.4327538699741735,0.6651935894085156,0.9999578066363455,4722,6052,7327,5701,6181,5606
ENSG00000136098,NEK3,4752,NIMA related kinase 3,318.5874922141288,0.050086003238016485,0.16890122562506246,0.29654020006462556,0.7668175714938539,0.9999578066363455,338,367,333,278,300,304
ENSG00000136100,VPS36,51028,vacuolar protein sorting 36 homolog,1197.5198673645812,-0.03218688505489193,0.0982040708821648,-0.327755099821809,0.7430968387658079,0.9999578066363455,1090,1427,1351,1071,1132,1176
ENSG00000136104,RNASEH2B,79621,ribonuclease H2 subunit B,2022.498139858565,-0.009686929619550115,0.1988506927423446,-0.04871458824687974,0.9611467499392525,0.9999578066363455,1652,2145,2729,2325,1770,1643
ENSG00000136108,CKAP2,26586,cytoskeleton associated protein 2,2916.067595716874,-0.015259938485554536,0.1862108216418799,-0.08194979406139136,0.9346866376319344,0.9999578066363455,2204,3370,3382,3234,3206,2276
ENSG00000136111,TBC1D4,9882,TBC1 domain family member 4,2521.409520833185,0.11001606310098566,0.19727014646233929,0.5576924084759514,0.577054442474778,0.9999578066363455,2823,3324,2455,1864,2523,2256
ENSG00000136122,BORA,79866,BORA aurora kinase A activator,241.0115683669506,0.3143284759978892,0.35721503625066026,0.8799418952155271,0.3788907873435698,0.9999578066363455,228,158,391,282,199,195
ENSG00000136141,LRCH1,23143,leucine rich repeats and calponin homology domain containing 1,12.151516129298397,0.7564160683027696,0.7250159914780236,1.0433094955060696,0.2968049747069544,0.9999578066363455,17,8,19,6,10,13
ENSG00000136143,SUCLA2,8803,succinate-CoA ligase ADP-forming subunit beta,1185.8225988648692,0.1329641874228403,0.13528133161578282,0.9828716633310239,0.32567060579827084,0.9999578066363455,1244,1417,1364,955,1122,1075
ENSG00000136144,RCBTB1,55213,RCC1 and BTB domain containing protein 1,1272.2471292094142,0.08716165689385702,0.20280354581975155,0.4297836930885068,0.6673529960386471,0.9999578066363455,949,1185,1558,1165,1472,1345
ENSG00000136146,MED4,29079,mediator complex subunit 4,1422.422305971182,0.011801304184853673,0.15012287703383104,0.07861096468457757,0.9373420659739463,0.9999578066363455,1259,1720,1760,1460,1311,1128
ENSG00000136147,PHF11,51131,PHD finger protein 11,2130.276216779539,-0.02480169541651897,0.10065205166039852,-0.24641023215503097,0.8053646862785061,0.9999578066363455,1862,2424,2386,1903,2126,2173
ENSG00000136149,RPL13AP25,100287887,ribosomal protein L13a pseudogene 25,18.887610121765384,0.32190258468123295,0.5624869699870377,0.5722845183216441,0.5671292364295185,0.9999578066363455,26,21,16,15,20,15
ENSG00000136152,COG3,83548,component of oligomeric golgi complex 3,80.50655742003002,-0.031320042913076114,0.40602561450846103,-0.07713809620359172,0.9385136868840194,0.9999578066363455,68,97,70,48,100,102
ENSG00000136153,LMO7,4008,LIM domain 7,654.555564831508,-0.10350777677220666,0.4020070047361361,-0.25747754529836037,0.7968101473720777,0.9999578066363455,498,757,983,966,463,327
ENSG00000136156,ITM2B,9445,integral membrane protein 2B,2804.4829797359725,-0.06091590660307473,0.1053650796335077,-0.5781413236240989,0.563168709721609,0.9999578066363455,2504,3091,3174,2955,2611,2592
ENSG00000136158,SPRY2,10253,sprouty RTK signaling antagonist 2,15.258799060293953,0.42193609245446273,0.5839373449661324,0.7225708307437239,0.4699435943682897,0.9999578066363455,17,18,22,12,14,10
ENSG00000136159,NUDT15,55270,nudix hydrolase 15,874.3762293611962,0.04214462276768214,0.17047416569454418,0.2472199972117589,0.8047379700052649,0.9999578066363455,734,836,956,867,984,879
ENSG00000136161,RCBTB2,1102,RCC1 and BTB domain containing protein 2,186.78426410324852,-0.03021949291793076,0.338124761068,-0.0893737945203408,0.9287848490554922,0.9999578066363455,134,161,276,239,158,162
ENSG00000136167,LCP1,3936,lymphocyte cytosolic protein 1,112330.0132106399,0.023261005079506965,0.12379975925261719,0.18789216731869546,0.8509611829604526,0.9999578066363455,108898,133747,134644,111103,98515,93703
ENSG00000136169,SETDB2,83852,SET domain bifurcated histone lysine methyltransferase 2,566.9959521623252,0.0707609441355432,0.1701504028613336,0.4158729156416444,0.6775029993739565,0.9999578066363455,478,574,759,563,531,528
ENSG00000136213,CHST12,55501,carbohydrate sulfotransferase 12,1280.0479945071716,-0.17919763255844773,0.18821751233494916,-0.9520773616407714,0.3410577491691048,0.9999578066363455,1124,1562,1514,1508,1002,1048
ENSG00000136231,IGF2BP3,10643,insulin like growth factor 2 mRNA binding protein 3,316.90450508348187,-0.22866657312346908,0.533988869966974,-0.4282234817695949,0.6684884219110239,0.9999578066363455,107,192,379,306,411,501
ENSG00000136235,GPNMB,10457,glycoprotein nmb,20.879557474542743,-0.32317649151401057,0.7067121352676123,-0.4572958003496467,0.6474584478821293,0.9999578066363455,5,24,32,23,21,23
ENSG00000136238,RAC1,5879,Rac family small GTPase 1,7341.913348002923,0.07089855435189799,0.12621904721981256,0.561710422583265,0.5743133319877165,0.9999578066363455,7448,8693,7717,5944,7383,7139
ENSG00000136240,KDELR2,11014,KDEL endoplasmic reticulum protein retention receptor 2,3410.821592618428,0.008213768815897575,0.11194078487896604,0.07337601594252323,0.9415069026427803,0.9999578066363455,2964,3773,3742,3026,3605,3478
ENSG00000136243,NUP42,11097,nucleoporin 42,453.8807258038567,-0.16463269259837968,0.16363199786880325,-1.0061155198409224,0.31436000387731344,0.9999578066363455,431,552,472,400,384,501
ENSG00000136244,IL6,3569,interleukin 6,37.34431273418255,0.5583046842643017,0.8882346504626316,0.6285553980285639,0.5296401680118574,0.9999578066363455,18,71,36,21,80,6
ENSG00000136247,ZDHHC4,55146,zinc finger DHHC-type palmitoyltransferase 4,605.6943721192318,0.023739958256895188,0.1508190579382889,0.1574068859825987,0.874924186879048,0.9999578066363455,593,668,607,527,629,620
ENSG00000136250,AOAH,313,acyloxyacyl hydrolase,694.2959287894,-0.011389476993786271,0.3673624710306072,-0.031003376479459013,0.975266846927419,0.9999578066363455,393,460,963,862,769,727
ENSG00000136261,BZW2,28969,basic leucine zipper and W2 domains 2,2321.858456229,0.08110476607110961,0.15221486618478358,0.5328307812763258,0.5941507240016606,0.9999578066363455,2523,2930,2474,1952,2152,2014
ENSG00000136270,TBRG4,9238,transforming growth factor beta regulator 4,3155.4167759051543,0.02299102781060403,0.17123235064845096,0.13426801491387466,0.8931906445888022,0.9999578066363455,3057,3975,2941,2526,3500,3049
ENSG00000136271,DDX56,54606,DEAD-box helicase 56,1763.5796598685247,-0.010842535108923086,0.2196698587838042,-0.049358319657291476,0.9606337437459804,0.9999578066363455,1920,2404,1558,1305,1745,1720
ENSG00000136273,HUS1,3364,HUS1 checkpoint clamp component,223.54588116687628,0.3349739268192231,0.26866797551878857,1.2467951424891637,0.21247262205588752,0.9999578066363455,193,223,232,166,323,209
ENSG00000136274,NACAD,23148,NAC alpha domain containing,74.22614748304878,0.05132851307229663,0.3356155416128225,0.15293842718258546,0.8784468318528504,0.9999578066363455,85,92,69,77,71,53
ENSG00000136279,DBNL,28988,drebrin like,6695.240253509951,-0.047278160219400116,0.13528083517758732,-0.34948158146227154,0.7267277960344249,0.9999578066363455,6866,8619,7003,6233,5881,5906
ENSG00000136280,CCM2,83605,CCM2 scaffold protein,1593.5558363933146,-0.05048217951862196,0.2643552122111683,-0.1909634355092516,0.8485542401709345,0.9999578066363455,1160,1429,2213,2053,1425,1350
ENSG00000136286,MYO1G,64005,myosin IG,4391.231313927003,0.002345530603522332,0.1284348046870597,0.01826242200653771,0.9854295053582736,0.9999578066363455,3473,4832,5082,4321,4751,4099
ENSG00000136295,TTYH3,80727,tweety family member 3,479.8671154803799,-0.036098970799610317,0.36777515852765247,-0.09815500031086545,0.9218092144001145,0.9999578066363455,532,644,368,247,501,596
ENSG00000136305,CIDEB,27141,cell death inducing DFFA like effector b,636.103127961031,-0.07755413343236131,0.2098546655018186,-0.3695611591331965,0.7117094957905863,0.9999578066363455,518,717,855,719,517,537
ENSG00000136319,TTC5,91875,tetratricopeptide repeat domain 5,915.235140032711,-0.022464589106851125,0.19197759316517077,-0.11701672438159688,0.906846800390996,0.9999578066363455,999,1235,906,753,808,837
ENSG00000136367,ZFHX2,85446,zinc finger homeobox 2,562.565409444898,0.06334907582541638,0.30720596481451834,0.2062104356068237,0.8366265365907746,0.9999578066363455,710,834,509,365,485,504
ENSG00000136371,MTHFS,10588,methenyltetrahydrofolate synthetase,698.6708009241826,0.03061469774924824,0.18552309150901103,0.16501825999251019,0.8689296096934248,0.9999578066363455,752,931,748,569,617,618
ENSG00000136378,ADAMTS7,11173,ADAM metallopeptidase with thrombospondin type 1 motif 7,135.9011866520036,0.06391201131110456,1.3433189201052882,0.04757769011851273,0.962052812595936,0.9999578066363455,125,144,293,248,19,9
ENSG00000136379,ABHD17C,58489,"abhydrolase domain containing 17C, depalmitoylase",373.29999751428886,-0.06079570036015747,0.29545980566796703,-0.20576639933378515,0.8369733889738917,0.9999578066363455,416,579,418,330,264,271
ENSG00000136381,IREB2,3658,iron responsive element binding protein 2,218.12290857589815,-0.13438810621055958,0.5843957639010304,-0.22996078088156488,0.8181222453506373,0.9999578066363455,56,227,181,264,392,194
ENSG00000136383,ALPK3,57538,alpha kinase 3,30.102768849713165,-0.3845766944420159,0.6329920673762047,-0.6075537344979891,0.5434834936979226,0.9999578066363455,22,15,32,32,25,52
ENSG00000136404,TM6SF1,53346,transmembrane 6 superfamily member 1,107.86034408188551,-0.15224914179952923,0.339622336575731,-0.44828954224446255,0.6539442470255779,0.9999578066363455,88,124,144,80,80,139
ENSG00000136425,CIB2,10518,calcium and integrin binding family member 2,140.92282351155478,-0.0596997967985461,0.48394956437623554,-0.12335954238432552,0.9018223928174413,0.9999578066363455,182,273,102,84,122,98
ENSG00000136436,CALCOCO2,10241,calcium binding and coiled-coil domain 2,3008.5342238131057,-0.13981935170217805,0.1379557632810629,-1.0135085941811535,0.3108172932111448,0.9999578066363455,2432,3260,3617,3272,2647,2956
ENSG00000136444,RSAD1,55316,radical S-adenosyl methionine domain containing 1,722.8735555544713,0.13677054551880474,0.1390863799931296,0.9833496674912436,0.3254353732027886,0.9999578066363455,676,895,828,599,778,610
ENSG00000136448,NMT1,4836,N-myristoyltransferase 1,6533.363204693096,-0.06631348825180272,0.14121434928741716,-0.46959454606722145,0.6386447219858218,0.9999578066363455,6490,8670,6534,5526,6097,6229
ENSG00000136449,MYCBPAP,84073,MYCBP associated protein,26.993028382658157,0.053821718395799245,0.5804095740939303,0.09273058336403153,0.9261175996747733,0.9999578066363455,33,24,20,38,28,17
ENSG00000136450,SRSF1,6426,serine and arginine rich splicing factor 1,10828.259826804499,0.01941388669077542,0.22714657375237576,0.08546854293272108,0.9318889030417412,0.9999578066363455,12643,15775,10780,8626,9076,8806
ENSG00000136451,VEZF1,7716,vascular endothelial zinc finger 1,1704.8847963262363,-0.026390036596055995,0.10779174019112174,-0.24482429311619563,0.8065924830425646,0.9999578066363455,1485,1844,2010,1724,1616,1620
ENSG00000136463,TACO1,51204,translational activator of cytochrome c oxidase I,1115.4003547394614,-0.04050490851113003,0.12815940221730948,-0.3160510099949526,0.7519637905371568,0.9999578066363455,1123,1333,1120,1011,1051,1087
ENSG00000136478,TEX2,55852,testis expressed 2,1307.9469648587012,-0.07858009921580533,0.151240215740946,-0.5195714567770942,0.6033622965766234,0.9999578066363455,1352,1590,1233,1181,1214,1306
ENSG00000136485,DCAF7,10238,DDB1 and CUL4 associated factor 7,8471.568932478212,0.033389835854919926,0.15937209788198403,0.2095086674434398,0.8340511698826836,0.9999578066363455,8060,10070,10769,8691,7146,6685
